Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,Control,R3,589415.53
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,Control,R1,2902302.45
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,Control,R2,2791071.6
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,Control,R3,2686098.27
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,Control,R1,1612372.11
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,Control,R2,1555304.75
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,Control,R3,1642505.34
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,Control,R1,1629695.46
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,Control,R2,1749879.65
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,Control,R3,1801530.62
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,Control,R1,1904632.15
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,Control,R2,2484173.25
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,Control,R3,1996814.16
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,Control,R1,468024.51
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,Control,R2,434994.65
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,Control,R3,426772.44
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,Control,R1,1828406
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,Control,R2,2134613
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,Control,R3,1913933
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,Control,R1,4228260.71
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,Control,R2,4025048.35
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,Control,R3,4058680.98
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,Control,R1,1088935.23
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,Control,R2,1138872.4
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,Control,R3,1157709.08
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,Control,R1,28872881.24
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,Control,R2,28197482.75
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,Control,R3,28169469.98
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,Control,R1,4135975.15
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,Control,R2,4513151.75
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,Control,R3,4690946.16
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,Control,R1,31435417.85
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,Control,R2,31124602.5
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,Control,R3,31532634.34
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,Control,R1,1810777.51
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,Control,R2,1763521.35
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,Control,R3,1725166.3
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,Control,R1,726058.98
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,Control,R2,1004822.3
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,Control,R3,682385.48
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Control,R1,776194.08
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Control,R2,844889.65
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Control,R3,835271.24
Q88BY7,Q88BY7_PSEPK,Pp_5400,IrrE N-terminal-like domain-containing protein,Control,R1,2958.51
Q88BY7,Q88BY7_PSEPK,Pp_5400,IrrE N-terminal-like domain-containing protein,Control,R2,3861.35
Q88BY7,Q88BY7_PSEPK,Pp_5400,IrrE N-terminal-like domain-containing protein,Control,R3,3093.94
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,Control,R1,773906.32
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,Control,R2,777492.3
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,Control,R3,826167.68
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,Control,R1,625189.08
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,Control,R2,707603.46
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,Control,R3,588192.98
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,Control,R1,191731.7
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,Control,R2,272949.5
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,Control,R3,194034.48
Q88BZ4,Q88BZ4_PSEPK,Pp_5389,Isoprenylcysteine carboxyl methyltransferase,Control,R1,2958.51
Q88BZ4,Q88BZ4_PSEPK,Pp_5389,Isoprenylcysteine carboxyl methyltransferase,Control,R2,3861.35
Q88BZ4,Q88BZ4_PSEPK,Pp_5389,Isoprenylcysteine carboxyl methyltransferase,Control,R3,3093.94
Q88BZ5,Q88BZ5_PSEPK,Cusf,Probable exported copper efflux protein,Control,R1,5917.02
Q88BZ5,Q88BZ5_PSEPK,Cusf,Probable exported copper efflux protein,Control,R2,31709.15
Q88BZ5,Q88BZ5_PSEPK,Cusf,Probable exported copper efflux protein,Control,R3,6187.88
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,Control,R1,5917.02
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,Control,R2,32111.15
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,Control,R3,28409.64
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,Control,R1,333534.42
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,Control,R2,324464.3
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,Control,R3,260378.32
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,Control,R1,298571.62
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,Control,R2,275302.8
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,Control,R3,159145.42
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,Control,R1,110296.71
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,Control,R2,183653.7
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,Control,R3,151949.8
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,Control,R1,187782.81
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,Control,R2,186964.7
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,Control,R3,163528.54
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,Control,R1,508299.54
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,Control,R2,497202.05
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,Control,R3,458458.2
Q88C20,Q88C20_PSEPK,Pp_5363,DUF3617 domain-containing protein,Control,R1,17643.3
Q88C20,Q88C20_PSEPK,Pp_5363,DUF3617 domain-containing protein,Control,R2,24008.6
Q88C20,Q88C20_PSEPK,Pp_5363,DUF3617 domain-containing protein,Control,R3,3093.94
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,Control,R1,273881
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,Control,R2,282275
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,Control,R3,215845
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,Control,R1,189665.95
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,Control,R2,2016715.8
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,Control,R3,2119828.92
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,Control,R1,656041.76
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,Control,R2,745527.6
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,Control,R3,637917.82
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,Control,R1,51689.4
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,Control,R2,12607.94
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,Control,R3,6187.88
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",Control,R1,32393
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",Control,R2,3861.35
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",Control,R3,3093.94
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,Control,R1,4538681.66
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,Control,R2,4554234.45
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,Control,R3,4601367.14
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,Control,R1,5637615.26
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,Control,R2,5465999.05
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,Control,R3,6203339.34
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",Control,R1,83507.51
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",Control,R2,65542.15
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",Control,R3,6187.88
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,Control,R1,67969.33
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,Control,R2,53602.9
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,Control,R3,55769.86
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,Control,R1,11834.04
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,Control,R2,15445.4
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,Control,R3,22508.12
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,Control,R1,31541.67
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,Control,R2,48165.35
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,Control,R3,94528.44
Q88C46,Q88C46_PSEPK,Pp_5337,LysR family transcriptional regulator,Control,R1,70983.2
Q88C46,Q88C46_PSEPK,Pp_5337,LysR family transcriptional regulator,Control,R2,3861.35
Q88C46,Q88C46_PSEPK,Pp_5337,LysR family transcriptional regulator,Control,R3,3093.94
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,Control,R1,793705
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,Control,R2,796211.1
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,Control,R3,793030.04
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,Control,R1,950881.51
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,Control,R2,887903.35
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,Control,R3,730569.94
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,Control,R1,110185.43
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,Control,R2,301763.75
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,Control,R3,163114.42
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,Control,R1,52162.2
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,Control,R2,55418.5
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,Control,R3,57772.6
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,Control,R1,174216.24
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,Control,R2,152470.3
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,Control,R3,184778.26
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,Control,R1,116419.02
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,Control,R2,158586.25
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,Control,R3,147606.58
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,Control,R1,471177.61
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,Control,R2,503319.1
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,Control,R3,504015.4
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,Control,R1,5917.02
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,Control,R2,7722.7
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,Control,R3,6187.88
Q88C63,Q88C63_PSEPK,Phob,Phosphate regulon transcriptional regulatory protein PhoB,Control,R1,33919.81
Q88C63,Q88C63_PSEPK,Phob,Phosphate regulon transcriptional regulatory protein PhoB,Control,R2,71846.45
Q88C63,Q88C63_PSEPK,Phob,Phosphate regulon transcriptional regulatory protein PhoB,Control,R3,6187.88
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,Control,R1,109019.54
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,Control,R2,293983.5
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,Control,R3,620998.54
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,Control,R1,60073.02
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,Control,R2,50365.7
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,Control,R3,6187.88
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,Control,R1,284346.34
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,Control,R2,325669.15
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,Control,R3,237271
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,Control,R1,648665.93
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,Control,R2,730776.8
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,Control,R3,671117.62
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,Control,R1,539925.75
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,Control,R2,596284.15
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,Control,R3,584325.02
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,Control,R1,5917.02
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,Control,R2,7722.7
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,Control,R3,6187.88
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,Control,R1,5917.02
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,Control,R2,7722.7
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,Control,R3,6187.88
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,Control,R1,131275
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,Control,R2,3861.35
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,Control,R3,193765
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,Control,R1,328093.74
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,Control,R2,486098.7
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,Control,R3,468640.58
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,Control,R1,2945624.41
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,Control,R2,3052412.95
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,Control,R3,3123605.54
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",Control,R1,681283.35
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",Control,R2,785276.45
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",Control,R3,623413.57
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,Control,R1,541185.71
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,Control,R2,484189.95
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,Control,R3,487327.44
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,Control,R1,2958.51
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,Control,R2,125677
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,Control,R3,146431
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,Control,R1,340629.58
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,Control,R2,332999.9
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,Control,R3,288661.08
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,Control,R1,859329.03
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,Control,R2,800940.15
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,Control,R3,765225.82
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,Control,R1,130876
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,Control,R2,120750
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,Control,R3,124925
Q88C90,Q88C90_PSEPK,Pp_5293,Orotate phosphoribosyltransferase,Control,R1,2958.51
Q88C90,Q88C90_PSEPK,Pp_5293,Orotate phosphoribosyltransferase,Control,R2,3861.35
Q88C90,Q88C90_PSEPK,Pp_5293,Orotate phosphoribosyltransferase,Control,R3,3093.94
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,Control,R1,762125.31
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,Control,R2,718578.05
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,Control,R3,717453.84
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,Control,R1,1302117.9
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,Control,R2,1344494.4
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,Control,R3,1328002.7
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,Control,R1,475304.02
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,Control,R2,503612.7
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,Control,R3,508720.54
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Control,R1,112798
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Control,R2,77866.4
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Control,R3,78311.9
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,Control,R1,646951.73
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,Control,R2,802244.9
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,Control,R3,766814.56
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,Control,R1,686320.28
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,Control,R2,328227.75
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,Control,R3,818984.88
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,Control,R1,3161995.54
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,Control,R2,2953107.4
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,Control,R3,3148410.76
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,Control,R1,1416118
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,Control,R2,1247037
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,Control,R3,1314494
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,Control,R1,120156.6
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,Control,R2,117306.45
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,Control,R3,151255.91
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,Control,R1,718150.93
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,Control,R2,891894.9
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,Control,R3,770586.64
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,Control,R1,205384.5
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,Control,R2,209093.25
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,Control,R3,123685.95
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,Control,R1,63901.53
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,Control,R2,136231.1
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,Control,R3,76613.98
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,Control,R1,1230871.55
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,Control,R2,1194284.4
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,Control,R3,1420919.14
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",Control,R1,141739.22
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",Control,R2,139919.95
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",Control,R3,185110.9
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,Control,R1,1316791.4
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,Control,R2,1462728.3
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,Control,R3,1403010.48
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,Control,R1,1036384.63
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,Control,R2,1096721.1
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,Control,R3,1112331.72
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),Control,R1,255694.11
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),Control,R2,162582.75
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),Control,R3,85894.76
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,Control,R1,79576.51
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,Control,R2,89274.95
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,Control,R3,9281.82
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,Control,R1,252939.81
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,Control,R2,261122.95
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,Control,R3,327845.64
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,Control,R1,7770666.66
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,Control,R2,10129021.1
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,Control,R3,8680698.2
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,Control,R1,800620
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,Control,R2,880694
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,Control,R3,803440
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,Control,R1,257413.6
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,Control,R2,287719.4
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,Control,R3,151658.88
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,Control,R1,281716.32
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,Control,R2,318547.85
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,Control,R3,350444.04
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,Control,R1,195002.71
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,Control,R2,176089.6
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,Control,R3,129005.28
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,Control,R1,143429.31
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,Control,R2,222155.65
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,Control,R3,199350.04
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,Control,R1,1119774.55
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,Control,R2,1129311.17
