Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R1,2216666.667,0.050704538,-1.294953171,0812_0815
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R2,2633333.333,0.064593286,-1.18981262,0812_0815
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R3,2086666.667,0.056689798,-1.246495087,0812_0815
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R1,4577480.7,0.104706336,-0.980027039,0812_0815
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R2,4116666.667,0.100978112,-0.995772754,0812_0815
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R3,4018765.633,0.109180358,-0.961855486,0812_0815
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R1,11287625.33,0.258195711,-0.588050976,0812_0815
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R2,13423634.67,0.329269624,-0.482448333,0812_0815
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R3,12025237.67,0.326697268,-0.485854497,0812_0815
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R1,3255388.667,0.074464501,-1.128050714,0812_0815
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R2,3631449.333,0.089076169,-1.050238467,0812_0815
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R3,2778877,0.075495516,-1.122078841,0812_0815
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R1,3510450.333,0.08029884,-1.095290728,0812_0815
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R2,3446483.667,0.084539129,-1.072942232,0812_0815
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R3,3503969.333,0.09519456,-1.021387869,0812_0815
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R1,2038122,0.046620467,-1.331423384,0812_0815
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R2,690105.1,0.016927654,-1.77140322,0812_0815
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R3,746109.9,0.020270041,-1.693145363,0812_0815
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R1,1428294.733,0.032671139,-1.485835726,0812_0815
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R2,1749395.333,0.042911086,-1.367430493,0812_0815
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R3,1390000,0.037763013,-1.422933365,0812_0815
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R1,2511774.033,0.057454891,-1.240672995,0812_0815
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R2,5036666.667,0.12354488,-0.908175247,0812_0815
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R3,4046666.667,0.109938363,-0.958850733,0812_0815
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R1,12190000,0.278836835,-0.554649855,0812_0815
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R2,15400000,0.377748079,-0.422797736,0812_0815
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R3,15306666.67,0.415845934,-0.381067541,0812_0815
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R1,4916666.667,0.112464953,-0.948982796,0812_0815
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R2,5830000,0.14300463,-0.844649902,0812_0815
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R3,5206666.667,0.14145282,-0.849388391,0812_0815
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R1,17296666.67,0.395647891,-0.402691145,0812_0815
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R2,23466666.67,0.57561612,-0.239867052,0812_0815
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R3,20166666.67,0.54788064,-0.261314045,0812_0815
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R1,4347480.7,0.099445263,-1.002415898,0812_0815
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R2,3497440.033,0.085789042,-1.06656818,0812_0815
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R3,3306666.667,0.089834313,-1.046557748,0812_0815
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R1,21343333.33,0.488212265,-0.311391314,0812_0815
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R2,25096666.67,0.615598547,-0.210702414,0812_0815
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R3,24953333.33,0.677923053,-0.168819597,0812_0815
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R1,2303333.333,0.052686971,-1.278296768,0812_0815
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R2,4153333.333,0.101877512,-0.991921669,0812_0815
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R3,2580000,0.070092498,-1.154328459,0812_0815
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R1,714879.0667,0.016352307,-1.786420981,0812_0815
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R2,1321926.333,0.032425658,-1.489111203,0812_0815
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R3,1288238.3,0.034998388,-1.455951959,0812_0815
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R1,1088373.067,0.024895693,-1.603875775,0812_0815
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R2,814652.0667,0.019982679,-1.699346293,0812_0815
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R3,969837.2667,0.026348185,-1.579249297,0812_0815
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R1,927480.7,0.021215405,-1.67334868,0812_0815
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R2,234733.0667,0.00575779,-2.239744184,0812_0815
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R1,438349.0333,0.010026896,-1.998833508,0812_0815
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R2,1179459.333,0.028931071,-1.538635485,0812_0815
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R3,617809.9,0.016784434,-1.775093302,0812_0815
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R1,56866.4,0.001300775,-2.885797826,0812_0815
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R2,90879.73333,0.002229198,-2.651851413,0812_0815
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R1,646019.7,0.014777202,-1.830407799,0812_0815
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R2,906352.6667,0.022232012,-1.65302124,0812_0815
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R3,982896.6667,0.026702978,-1.573440303,0812_0815
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R1,715450.6667,0.016365381,-1.786073868,0812_0815
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R2,307822.7,0.007550613,-2.122017813,0812_0815
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R3,350718.9667,0.009528205,-2.020988913,0812_0815
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R1,768867.3667,0.017587247,-1.754802133,0812_0815
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R2,765825.0333,0.018784996,-1.726188898,0812_0815
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R3,709273.3,0.019269278,-1.715134554,0812_0815
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R1,1069939.667,0.024474044,-1.611294272,0812_0815
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R2,1168950.667,0.028673303,-1.542522274,0812_0815
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R3,1059594,0.028786663,-1.540808675,0812_0815
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R1,74522.06667,0.001704635,-2.768368671,0812_0815
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R2,330524.0333,0.008107456,-2.091115413,0812_0815
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R3,166716.9333,0.004529305,-2.343968452,0812_0815
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R1,228875.7,0.005235355,-2.281053876,0812_0815
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R2,381783.3667,0.009364801,-2.028501453,0812_0815
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R1,3207480.7,0.073368644,-1.134489509,0812_0815
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R2,2620359.333,0.064275046,-1.191957606,0812_0815
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R3,2972098.967,0.0807449,-1.092884899,0812_0815
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R1,6433333.333,0.147157531,-0.832217507,0812_0815
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R2,5386666.667,0.132130064,-0.878998355,0812_0815
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R3,5953333.333,0.161737987,-0.791187966,0812_0815
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R1,514961.4,0.011779344,-1.928878884,0812_0815
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R2,650682.3667,0.01596065,-1.796949419,0812_0815
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R3,553057.3,0.015025259,-1.823178036,0812_0815
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R2,148863.4,0.003651485,-2.437530523,0812_0815
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R1,1007480.7,0.023045343,-1.637416826,0812_0815
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R2,771546.7333,0.018925344,-1.72295622,0812_0815
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R3,1049564.967,0.028514198,-1.544938839,0812_0815
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R1,1954472.033,0.044707038,-1.349624101,0812_0815
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R2,1844208.367,0.045236764,-1.344508469,0812_0815
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R3,1676709.633,0.045552235,-1.341490306,0812_0815
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R1,2450000,0.056041858,-1.251487477,0812_0815
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R2,1340773.367,0.032887959,-1.482963082,0812_0815
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R3,1628765.633,0.04424971,-1.354089568,0812_0815
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R1,430923,0.009857031,-2.006253886,0812_0815
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R2,386615,0.009483316,-2.023039757,0812_0815
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R3,211349.6333,0.00574187,-2.240946667,0812_0815
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R1,1230814.033,0.02815392,-1.550461122,0812_0815
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R2,152668.0667,0.00374481,-2.426570251,0812_0815
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R3,223247.3,0.006065101,-2.21716195,0812_0815
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R1,264060.7,0.006040185,-2.218949791,0812_0815
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R2,375787.0333,0.009217716,-2.035376666,0812_0815
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R1,777688,0.017789012,-1.749848163,0812_0815
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R2,793781.6667,0.019470747,-1.710617392,0812_0815
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R3,851709.6667,0.023138937,-1.635656589,0812_0815
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R1,1690000,0.038657445,-1.412766857,0812_0815
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R2,1741647.667,0.042721043,-1.369358154,0812_0815
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R3,1365432.3,0.037095566,-1.430677993,0812_0815
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R1,1389235.333,0.031777685,-1.497877741,0812_0815
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R2,877440.0333,0.021522811,-1.667101011,0812_0815
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R3,1177710,0.031995595,-1.494909803,0812_0815
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R1,1537480.7,0.035168684,-1.453843888,0812_0815
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R2,1430773.367,0.035095577,-1.454747609,0812_0815
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R1,1037480.7,0.02373157,-1.624673535,0812_0815
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R2,1543333.333,0.037856572,-1.42185872,0812_0815
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R3,782098.9667,0.021247779,-1.672686453,0812_0815
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R1,3530000,0.080746024,-1.092878856,0812_0815
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R2,5130000,0.125834263,-0.900201091,0812_0815
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R3,3480000,0.09454337,-1.024368921,0812_0815
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R1,1484272.667,0.033951591,-1.469139871,0812_0815
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R2,1763934.667,0.043267723,-1.363835961,0812_0815
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R3,1950032.333,0.052977767,-1.275906353,0812_0815
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R1,2105330.667,0.048157813,-1.317333245,0812_0815
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R2,1954903,0.047952003,-1.319193243,0812_0815
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R3,1363117.967,0.037032691,-1.431414723,0812_0815
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R1,533834.5333,0.012211053,-1.913246897,0812_0815
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R2,65631.4,0.001609879,-2.793206788,0812_0815
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R3,164605.2667,0.004471936,-2.349504439,0812_0815
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R1,1036241.8,0.023703231,-1.625192454,0812_0815
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R2,1035960.033,0.025411163,-1.594975456,0812_0815
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R3,1357139.633,0.036870274,-1.433323632,0812_0815
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R1,786913.3667,0.018000035,-1.744726639,0812_0815
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R2,461546.7333,0.011321324,-1.946102775,0812_0815
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R3,320410.9333,0.008704807,-2.060240838,0812_0815
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R1,2440000,0.055813115,-1.253263735,0812_0815
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R2,1940000,0.047586446,-1.322516727,0812_0815
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R3,1695504,0.046062834,-1.336649347,0812_0815
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R1,2242673.733,0.05129943,-1.289887465,0812_0815
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R2,2827893.267,0.069365666,-1.158855443,0812_0815
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R3,1816877.3,0.049360259,-1.306622567,0812_0815
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R1,495020.6667,0.011323215,-1.94603023,0812_0815
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R2,302410.7,0.007417861,-2.129721303,0812_0815
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R3,247628.6333,0.006727484,-2.172147305,0812_0815
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,0812_0815-Control,R3,244240.2667,0.00663543,-2.1781309,0812_0815
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,0812_0815-Control,R1,1370000,0.031337692,-1.503932994,0812_0815
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,0812_0815-Control,R2,1819274.667,0.044625163,-1.350420185,0812_0815
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,0812_0815-Control,R3,442903.9667,0.012032653,-1.919638596,0812_0815
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,0812_0815-Control,R1,1941762.667,0.044416321,-1.352457414,0812_0815
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,0812_0815-Control,R2,1597440.033,0.03918376,-1.406893892,0812_0815
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,0812_0815-Control,R3,1479490.667,0.040194262,-1.395835936,0812_0815
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,0812_0815-Control,R1,7703566.333,0.17621313,-0.753961735,0812_0815
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,0812_0815-Control,R2,5990000,0.146929285,-0.832891634,0812_0815
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,0812_0815-Control,R3,4976234.667,0.135192527,-0.869047313,0812_0815
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,0812_0815-Control,R1,4543333.333,0.103925241,-0.98327896,0812_0815
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,0812_0815-Control,R2,4320000,0.105965695,-0.97483471,0812_0815
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,0812_0815-Control,R3,3760000,0.102150308,-0.99076032,0812_0815
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,0812_0815-Control,R1,1358831.667,0.031082225,-1.507487902,0812_0815
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,0812_0815-Control,R2,1134979.333,0.027840017,-1.555330503,0812_0815
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,0812_0815-Control,R3,1178194.667,0.032008763,-1.494731113,0812_0815
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,0812_0815-Control,R1,514628.0667,0.01177172,-1.929160093,0812_0815
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,0812_0815-Control,R2,658412.0333,0.016150252,-1.791820697,0812_0815
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,0812_0815-Control,R3,793628.3,0.021561004,-1.666331019,0812_0815
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,0812_0815-Control,R2,118299.7333,0.002901786,-2.537334691,0812_0815
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0812_0815-Control,R1,267186.7333,0.00611169,-2.213838671,0812_0815
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0812_0815-Control,R2,267178.0667,0.006553636,-2.183517654,0812_0815
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0812_0815-Control,R3,164181.9,0.004460434,-2.350622888,0812_0815
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,0812_0815-Control,R1,1546666.667,0.035378805,-1.451256835,0812_0815
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,0812_0815-Control,R2,1280000,0.031397243,-1.503108487,0812_0815
