Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,0812_0815-Control,456561.1833,0.009393891,-2.02715448,Control
A0A140FWK0,A0A140FWK0_PSEPK,Pp_5648,Lipoprotein,0812_0815-Control,425736.2667,0.010258055,-1.988934984,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,428095.0667,0.008519782,-2.069571506,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,476455.77,0.009382673,-2.027673428,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,519975.3333,0.010347266,-1.985174384,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,383056.0333,0.007190795,-2.143223071,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,494279.6667,0.009520127,-2.021357269,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,485495.3333,0.009944223,-2.002429156,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,474866.3333,0.009269513,-2.032943101,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,446863.3333,0.008725351,-2.059217115,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,593021,0.011842911,-1.926541543,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,286544.8,0.005921312,-2.227582041,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,288870.85,0.005943609,-2.225949746,Control
A0A140FWK7,A0A140FWK7_PSEPK,Pp_5658,Uncharacterized protein,0812_0815-Control,488353.8667,0.011766817,-1.929341001,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,135640.8,0.002699471,-2.568721387,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,271372.4367,0.00534404,-2.272130284,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,182779.1333,0.003637219,-2.439230512,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,87814.66667,0.001648472,-2.782918321,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,191874.3333,0.003695616,-2.43231313,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,296911.6667,0.006081533,-2.215986953,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,207551.6333,0.004051461,-2.392388326,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,89127.78,0.001740289,-2.759378747,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,10090.9,0.00020152,-3.695681713,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,805474,0.016644738,-1.778723046,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,482303,0.009923537,-2.003333502,Control
A0A140FWL0,A0A140FWL0_PSEPK,Ldcc,Lysine decarboxylase,0812_0815-Control,120517.9333,0.002903862,-2.537023956,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1162103.333,0.02312773,-1.635866983,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1132150,0.022295024,-1.651792047,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,618922.3333,0.012316265,-1.909520972,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1051855,0.019745607,-1.704529503,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1020747.333,0.019660214,-1.70641176,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,670650,0.013736678,-1.862118287,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,713847.3333,0.013934483,-1.85590914,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1006639.667,0.019655414,-1.706517796,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,694370,0.013866898,-1.858020667,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,719662.3333,0.01487148,-1.8276458,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,695274.3333,0.01430549,-1.844497268,Control
A0A140FWL3,A0A140FWL3_PSEPK,Pp_5661,Lipoprotein,0812_0815-Control,1244708.333,0.02999107,-1.523008034,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,487036.6667,0.009692815,-2.013550071,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,853149.3333,0.016800764,-1.774670962,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,859525.6667,0.017104159,-1.766898276,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,592411.3333,0.01112085,-1.95386202,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,794898.3333,0.015310225,-1.815018428,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,532409.3333,0.010905145,-1.962368556,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,933231,0.018216908,-1.739525325,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,803226.3333,0.015683612,-1.804553898,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,937215.6667,0.018716642,-1.727772076,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,738391,0.015258499,-1.816488178,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,805790.6667,0.016579398,-1.780431233,Control
A0A140FWM3,A0A140FWM3_PSEPK,Cych,Cytochrome c-type biogenesis protein,0812_0815-Control,757636,0.018255132,-1.738615029,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1338163.667,0.026631615,-1.574602496,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1186666.667,0.023368602,-1.631367275,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1045876.333,0.02081245,-1.68167679,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1626666.667,0.030536073,-1.515186811,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1404835.333,0.027057982,-1.567704592,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1240883.333,0.025416558,-1.594883264,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1159990.333,0.022643309,-1.645060111,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1386666.667,0.027075734,-1.56741976,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,880030.3,0.017574623,-1.75511399,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,1159019,0.023950577,-1.620684017,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,864423,0.017785777,-1.749927152,Control
A0A140FWP7,A0A140FWP7_PSEPK,Rlub,Pseudouridine synthase,0812_0815-Control,365013.9333,0.008794959,-2.055766189,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,1676590.333,0.033366851,-1.476684772,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,2053333.333,0.040435558,-1.393236561,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,1837817.333,0.036571706,-1.436854783,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,2152986.667,0.040416245,-1.393444038,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,1941602.333,0.037396441,-1.427169729,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,725650.3333,0.014863229,-1.827886817,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,902363.2667,0.017614362,-1.754133074,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,819413.4467,0.015999678,-1.79588875,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,1398961,0.027937915,-1.553806008,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,904325,0.018687447,-1.728450036,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,717235.7,0.014757352,-1.830991567,Control
A0A140FWQ2,A0A140FWQ2_PSEPK,Pp_5700,Ribosomal subunit interface protein,0812_0815-Control,424832.5333,0.01023628,-1.989857864,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1312603.667,0.02612293,-1.582978116,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1924304.333,0.037894636,-1.42142226,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1812151,0.036060958,-1.442962743,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1698334.333,0.031881431,-1.496462189,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1568777.667,0.030215611,-1.519768616,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1405155,0.028781274,-1.540889983,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1513882.333,0.029551371,-1.529422361,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1211635.223,0.02365811,-1.626019946,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1742182.333,0.034792208,-1.45851801,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1766876.733,0.036511668,-1.437568321,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1534796.85,0.031578932,-1.500602566,Control
A0A140FWQ5,A0A140FWQ5_PSEPK,Pp_5703,Type 3 effector HopPmaJ,0812_0815-Control,1249749.6,0.030112539,-1.521252625,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,7127937.733,0.141857456,-0.848147832,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,5994196,0.118041555,-0.927965079,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,5883995.733,0.117088764,-0.931484777,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,7610000,0.142856261,-0.845100722,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,5222000.667,0.100578906,-0.997493091,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,7510551.333,0.153835867,-0.812942397,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,7740000,0.151086785,-0.820773521,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,6124391.333,0.119583455,-0.922328903,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,6590030.3,0.131606032,-0.880724204,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,815262.1333,0.016847005,-1.773477302,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,6103333.333,0.125578018,-0.901086376,Control
A0A140FWQ8,A0A140FWQ8_PSEPK,Trub,tRNA pseudouridine synthase B,0812_0815-Control,4550843.6,0.10965193,-0.959983721,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,954821.4,0.019002486,-1.721189585,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1280062.333,0.025207809,-1.5984649,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1270437.667,0.025281116,-1.597203765,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1207845,0.022673879,-1.644474173,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1157202.333,0.02228842,-1.651920713,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,962854,0.019721785,-1.705053777,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,795696.6,0.015532202,-1.808766979,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1084737.89,0.021180342,-1.674067026,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1074964.633,0.021467554,-1.66821744,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1149423.333,0.023752287,-1.624294563,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1152638,0.023715892,-1.624960532,Control
A0A140FWQ9,A0A140FWQ9_PSEPK,Secg,Protein-export membrane protein SecG,0812_0815-Control,1720530.267,0.041455932,-1.382413315,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4536666.667,0.090286983,-1.044374859,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4153333.333,0.081790106,-1.087299231,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,3790000,0.075419228,-1.122517916,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4146666.667,0.077841957,-1.108786253,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,3840000,0.073960734,-1.13099879,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,3990000,0.081725706,-1.08764132,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4353333.333,0.084978183,-1.070692559,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4620000,0.090209056,-1.044749861,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4390000,0.087670383,-1.057147096,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,5110000,0.105595723,-0.976353672,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,4760000,0.097938509,-1.009046513,Control
A0A140FWS3,A0A140FWS3_PSEPK,Ahcy,Adenosylhomocysteinase,0812_0815-Control,3190000,0.076862597,-1.114284948,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1664946.667,0.033135124,-1.479711403,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,710110.8733,0.013983959,-1.854369856,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,972886.3333,0.019359983,-1.713095023,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1752137,0.032891424,-1.482917318,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1463333.333,0.028184689,-1.549986748,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1269686.333,0.026006519,-1.584917771,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1721861.333,0.033611175,-1.473516308,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1634472,0.031914324,-1.496014351,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1075913.333,0.0214865,-1.667834326,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1807741,0.037356109,-1.427638365,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,1340000,0.027570925,-1.559548667,Control
A0A140FWS4,A0A140FWS4_PSEPK,Ubib,Probable protein kinase UbiB,0812_0815-Control,974868.9333,0.023489328,-1.629129401,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,635067.0667,0.012638859,-1.898292138,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,530734.4367,0.010451563,-1.980818751,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,521946,0.010386481,-1.983531552,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,491492,0.009226374,-2.034968925,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,559494.3333,0.010776201,-1.967534322,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,751099.8333,0.015384502,-1.81291655,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,646521.9667,0.012620275,-1.898931196,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,609837.2233,0.011907541,-1.924177907,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,601814.5667,0.012018522,-1.92014892,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,1420682,0.029357719,-1.532277695,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,1219259,0.02508664,-1.600557495,Control
A0A140FWS5,A0A140FWS5_PSEPK,Beti,HTH-type transcriptional regulator BetI,0812_0815-Control,378803.7333,0.009127222,-2.039661381,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1477554,0.029405707,-1.531568368,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1431570.333,0.028191402,-1.549883328,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1410344.667,0.0280652,-1.551831865,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1470344,0.027601557,-1.559066425,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1535073.667,0.029566452,-1.529200792,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1597114,0.0327131,-1.485278299,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1361488.333,0.026576601,-1.575500557,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1337251.667,0.026110868,-1.583178688,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1276019,0.025482705,-1.593754475,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1814276.333,0.037491159,-1.426071137,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1597442.667,0.032867889,-1.483228186,Control
A0A140FWU0,A0A140FWU0_PSEPK,Pp_5737,Uncharacterized protein,0812_0815-Control,1052023.933,0.025348367,-1.596050011,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,165853333.3,3.300748807,0.518612475,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,155303333.3,3.058332917,0.485484759,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,155290000,3.090198404,0.489986364,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,157866666.7,2.96350088,0.47180506,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,150266666.7,2.89422732,0.461532639,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,179900000,3.684825681,0.566416947,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,133526666.7,2.606474773,0.416053526,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,120800000,2.358712986,0.372675098,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,127003333.3,2.536316832,0.404203504,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,166433333.3,3.439265781,0.536465739,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,167533333.3,3.447051437,0.537447764,Control
P00552,KKA2_KLEPN,Neo,Aminoglycoside 3'-phosphotransferase,0812_0815-Control,63990000,1.541829954,0.188036479,Control
P00761,TRYP_PIG,Tryp_pig,Trypsin,0812_0815-Control,15637937.73,0.31122018,-0.50693225,Control
P00761,TRYP_PIG,Tryp_pig,Trypsin,0812_0815-Control,5238388.77,0.103157714,-0.986498292,Control
P00761,TRYP_PIG,Tryp_pig,Trypsin,0812_0815-Control,7380662.4,0.146871731,-0.833061785,Control
