Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R2,4668452.48
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R3,4652215.492
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R1,1315490.92
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R2,1538982.48
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R3,1478647.365
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R1,22808656.4
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R2,22083148.82
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R3,21376189.45
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R1,3756718.78
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R2,3466159.82
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R3,3700120.273
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R1,5695278.28
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R2,7021917.46
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R3,6224155.692
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R1,2434563.18
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R2,2264079.7
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R3,2003503.446
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R1,2521817.3
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R2,2312773.82
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R3,2270569.965
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R1,4663945.84
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R2,4223099.5
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R3,4222954.792
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,PP_0815,R1,310472.6
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,PP_0815,R2,202886.84
Q88BW8,ATP6_PSEPK,Atpb,ATP synthase subunit a,PP_0815,R3,83854.546
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,PP_0815,R1,1815753.48
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,PP_0815,R2,1275891.42
Q88BW9,ATPL_PSEPK,Atpe,ATP synthase subunit c,PP_0815,R3,477402.873
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0815,R1,7240028.98
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0815,R2,7404495.32
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0815,R3,7678428.673
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0815,R1,2394622.44
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0815,R2,2370405.74
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0815,R3,2301589.619
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0815,R1,55680834.56
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0815,R2,50350252.76
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0815,R3,50974103.72
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0815,R1,8042694.08
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0815,R2,7673219.86
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0815,R3,7748861.273
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0815,R1,54111903.6
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0815,R2,51609585.74
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0815,R3,51273592.85
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0815,R1,4673218
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0815,R2,4137138
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0815,R3,4224464
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0815,R1,2587129.16
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0815,R2,2526348.26
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0815,R3,2547827.838
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0815,R1,1725934.12
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0815,R2,1658480.26
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0815,R3,1621892.53
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0815,R1,2334168
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0815,R2,2150346.42
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0815,R3,2388034
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0815,R1,1431773.66
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0815,R2,2039570.64
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0815,R3,2052555.673
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0815,R1,824081.7
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0815,R2,881150.9
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0815,R3,695542.173
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,PP_0815,R1,87533.86
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,PP_0815,R2,237791.4
Q88C00,Q88C00_PSEPK,Copr-ii,Transcriptional activator protein,PP_0815,R3,98726.146
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0815,R1,647814.1
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0815,R2,738069.98
Q88C03,Q88C03_PSEPK,Copa-ii,Copper resistance protein A,PP_0815,R3,734653.592
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0815,R1,2268872.48
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0815,R2,2116951.42
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0815,R3,690638.619
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,PP_0815,R1,602977
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,PP_0815,R2,684239
Q88C05,Q88C05_PSEPK,Pp_5378,Metal-binding protein,PP_0815,R3,654719
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0815,R1,586378
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0815,R2,316273.42
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0815,R3,409691.5
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0815,R1,828244.78
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0815,R2,847890.82
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0815,R3,1021050.073
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,PP_0815,R1,327106
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,PP_0815,R2,330652
Q88C29,Q88C29_PSEPK,Pp_5354,Cell wall assembly protein,PP_0815,R3,291906
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0815,R1,3163054.58
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0815,R2,3305064.56
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0815,R3,3446658.273
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0815,R1,975275.78
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0815,R2,927998.12
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0815,R3,962837.965
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R1,112433.2
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R2,87191.42
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R3,119585.5
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R1,6279973.74
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R2,5193831.46
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R3,5625652.892
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R1,8669537.32
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R2,7308293.8
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R3,7620952.565
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0815,R1,217630
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0815,R2,159573.6
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0815,R3,64003.873
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R1,291368.16
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R2,35348.52
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R3,140485.292
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R1,248111.96
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R2,250607.64
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R3,2643.492
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R1,1386034.9
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R2,1262549.84
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R3,1373638.1
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R1,1328638.44
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R2,1409060.92
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R3,1332599.473
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R1,1614521.06
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R2,2252255.24
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R3,1988798.273
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R1,2606940
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R2,2262762.84
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R3,2038231.746
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,PP_0815,R1,402881.4
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,PP_0815,R2,224688.2
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase,PP_0815,R3,400028.3
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0815,R1,928864.18
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0815,R2,693151.02
Q88C54,Q88C54_PSEPK,Pp_5329,Phosphate-binding protein,PP_0815,R3,742927.973
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0815,R1,146850.08
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0815,R2,140967.72
Q88C58,Q88C58_PSEPK,Phou,Phosphate-specific transport system accessory protein PhoU,PP_0815,R3,359163.7
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R1,1013107.9
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R2,591191.82
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R3,694325.773
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,PP_0815,R1,167493.96
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,PP_0815,R2,17674.26
Q88C61,Q88C61_PSEPK,Pp_5322,Metal ion transporter,PP_0815,R3,73589.853
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0815,R1,711587.38
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0815,R2,1189248.8
Q88C64,Q88C64_PSEPK,Pp_5319,Lipoprotein,PP_0815,R3,3216568.1
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R1,235811.5
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R2,225990.1
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R3,258481.9
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R1,327149.4
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R2,357411.25
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R3,277618.792
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R1,1629913.16
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R2,1370405.42
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R3,1246531.446
Q88C73,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,PP_0815,R1,139878.3
Q88C73,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,PP_0815,R2,119223.6
Q88C73,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,PP_0815,R3,181246.4
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R1,1304839.46
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R2,1231243.74
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R3,1378863.146
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,PP_0815,R1,11506.96
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,PP_0815,R2,11782.84
Q88C75,Q88C75_PSEPK,Tonb,Protein TonB,PP_0815,R3,1321.746
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,PP_0815,R1,17260.44
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,PP_0815,R2,17674.26
Q88C77,Q88C77_PSEPK,Exbb,Biopolymer transport protein ExbB,PP_0815,R3,1982.619
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R1,133760.48
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R2,145460.42
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R3,1321.746
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R1,2349824.58
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R2,2080361.64
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R3,2395736.773
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R1,12222596
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R2,11456387
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R3,11256023
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R1,1230479.98
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R2,1602037.08
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R3,1656262.946
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R1,1336196
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R2,1241097
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R3,1382032
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,PP_0815,R1,5753.48
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,PP_0815,R2,212653
Q88C84,Q88C84_PSEPK,Puua-ii,Glutamate-putrescine ligase,PP_0815,R3,203343
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R1,161486.56
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R2,123313.26
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R3,78173.019
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R1,1389231.32
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R2,1061736.9
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R3,1308836.119
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R1,308894.96
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R2,259161.84
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R3,227582.746
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R1,1466376.08
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R2,1322767.42
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R3,1333494.8
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R1,2472316
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R2,2691180
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R3,2548292
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R1,515262.08
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R2,877134.02
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R3,732551.373
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R1,148818.48
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R2,144983.42
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R3,101708.873
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R1,857471.8
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R2,906554.52
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R3,904579.792
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R1,2624965.9
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R2,2590537.02
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R3,2667697.3
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R1,6438934.1
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R2,6173328.92
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R3,6090976.973
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R1,2745923
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R2,2373184
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R3,2250848
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,PP_0815,R1,256235
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,PP_0815,R2,218921.7
Q88CA2,Q88CA2_PSEPK,Pp_5279,(S)-ureidoglycine aminohydrolase cupin domain-containing protein,PP_0815,R3,197345.4
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R1,595325.58
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R2,856200.9
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R3,917461.092
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R1,541572.6
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R2,215953.74
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R3,471816.9
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0815,R1,90679.34
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0815,R2,362475.32
Q88CB0,Q88CB0_PSEPK,Lrp,Leucine-responsive regulatory protein,PP_0815,R3,369178.073
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0815,R1,163760.88
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0815,R2,587616.68
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0815,R3,214053.365
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0815,R1,50967.76
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0815,R2,17674.26
Q88CB2,DADX_PSEPK,Dadx,"Alanine racemase, catabolic",PP_0815,R3,1982.619
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0815,R1,2997653.2
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0815,R2,2418592.7
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0815,R3,1074139.373
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0815,R1,1394521.66
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0815,R2,1233692.16
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0815,R3,1312719.946
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0815,R1,506447.16
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0815,R2,487238.64
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0815,R3,564214.246
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0815,R1,5753.48
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0815,R2,5891.42
Q88CC9,Q88CC9_PSEPK,Pp_5252,Amidohydrolase 3 domain-containing protein,PP_0815,R3,45115
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0815,R1,303899.26
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0815,R2,361995.72
Q88CE6,Q88CE6_PSEPK,Ubik,Ubiquinone biosynthesis accessory factor UbiK,PP_0815,R3,448728.373
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0815,R1,17397871.08
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0815,R2,15480574.64
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0815,R3,13954420.57
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0815,R1,1656541.48
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0815,R2,1593289.7
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0815,R3,1751962.3
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0815,R1,332627.68
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0815,R2,104501.44
Q88CE9,Q88CE9_PSEPK,Pp_5232,Transcriptional regulator SutA RNAP-binding domain-containing protein,PP_0815,R3,364373.673
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0815,R1,675974.96
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0815,R2,934315.5
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0815,R3,965826.7
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0815,R1,401533.46
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0815,R2,408641.46
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0815,R3,586997.646
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0815,R1,415061.3
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0815,R2,522318.42
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,PP_0815,R3,686182.3
