Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,0812_0815-Control,R3,1231228.733,0.026694942,-1.573571019,0812_0815_NONTARGET
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,0812_0815-Control,R1,2847533.667,0.061635913,-1.21016617,0812_0815_NONTARGET
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,0812_0815-Control,R2,3900000,0.083731259,-1.077112378,0812_0815_NONTARGET
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,0812_0815-Control,R3,3367281.033,0.073007857,-1.136630397,0812_0815_NONTARGET
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,0812_0815-Control,R1,1176750.667,0.025471201,-1.593950585,0812_0815_NONTARGET
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,0812_0815-Control,R2,1230170.333,0.026411208,-1.578211736,0812_0815_NONTARGET
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,0812_0815-Control,R3,1327185.667,0.028775437,-1.540978078,0812_0815_NONTARGET
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,0812_0815-Control,R1,10758612.33,0.232874117,-0.632878779,0812_0815_NONTARGET
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,0812_0815-Control,R2,10958269.27,0.23526915,-0.628435017,0812_0815_NONTARGET
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,0812_0815-Control,R3,11061228.73,0.239824536,-0.620106388,0812_0815_NONTARGET
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",0812_0815-Control,R2,370035.4667,0.007944496,-2.099933633,0812_0815_NONTARGET
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R1,2113333.333,0.045743877,-1.339667034,0812_0815_NONTARGET
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R2,2296666.667,0.049308408,-1.307079018,0812_0815_NONTARGET
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,0812_0815-Control,R3,2506666.667,0.054348408,-1.264813175,0812_0815_NONTARGET
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R1,5224785.733,0.113092407,-0.946566553,0812_0815_NONTARGET
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R2,5015328.467,0.107676863,-0.967877604,0812_0815_NONTARGET
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,0812_0815-Control,R3,5210614.367,0.112974173,-0.947020828,0812_0815_NONTARGET
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R1,12545313,0.271547909,-0.566153536,0812_0815_NONTARGET
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R2,11772347.33,0.252747042,-0.597313918,0812_0815_NONTARGET
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,0812_0815-Control,R3,11153947.7,0.241834826,-0.616481157,0812_0815_NONTARGET
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R1,2987085,0.064656552,-1.189387457,0812_0815_NONTARGET
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R2,3262818.333,0.070051253,-1.154584091,0812_0815_NONTARGET
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,0812_0815-Control,R3,3127090.667,0.067800159,-1.168769287,0812_0815_NONTARGET
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R1,3382125.667,0.073207353,-1.135445297,0812_0815_NONTARGET
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R2,3610813.667,0.077522558,-1.110571908,0812_0815_NONTARGET
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,0812_0815-Control,R3,3703300.667,0.080293282,-1.095320787,0812_0815_NONTARGET
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R1,959142.9333,0.020761001,-1.682751706,0812_0815_NONTARGET
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R2,917980.5333,0.019708632,-1.705343513,0812_0815_NONTARGET
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,0812_0815-Control,R3,992457.4667,0.021518012,-1.667197857,0812_0815_NONTARGET
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R1,1634940.667,0.035388891,-1.451133041,0812_0815_NONTARGET
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R2,1727185.667,0.037081905,-1.43083796,0812_0815_NONTARGET
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,0812_0815-Control,R3,1753333.333,0.038014977,-1.420045271,0812_0815_NONTARGET
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R1,5140000,0.111257189,-0.953671919,0812_0815_NONTARGET
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R2,5246666.667,0.112643591,-0.948293512,0812_0815_NONTARGET
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,0812_0815-Control,R3,5483333.333,0.118887142,-0.924865113,0812_0815_NONTARGET
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R1,19020000,0.411694889,-0.385424525,0812_0815_NONTARGET
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R2,17880000,0.383875619,-0.415809471,0812_0815_NONTARGET
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,0812_0815-Control,R3,19333333.33,0.419176549,-0.377603022,0812_0815_NONTARGET
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R1,3704785.733,0.080191448,-1.095871942,0812_0815_NONTARGET
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R2,6750000,0.144919487,-0.838873212,0812_0815_NONTARGET
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,0812_0815-Control,R3,6593333.333,0.142953658,-0.844804728,0812_0815_NONTARGET
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R1,31233333.33,0.676056976,-0.170016701,0812_0815_NONTARGET
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R2,30433333.33,0.653390082,-0.184827462,0812_0815_NONTARGET
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,0812_0815-Control,R3,30966666.67,0.671405197,-0.173015302,0812_0815_NONTARGET
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R1,5931452.4,0.128388467,-0.891473988,0812_0815_NONTARGET
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R2,4925328.467,0.105744604,-0.975741786,0812_0815_NONTARGET
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,0812_0815-Control,R3,5273333.333,0.114334017,-0.941824536,0812_0815_NONTARGET
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R1,29770000,0.644382589,-0.190856203,0812_0815_NONTARGET
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R2,30780000,0.66083286,-0.17990837,0812_0815_NONTARGET
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,0812_0815-Control,R3,32303333.33,0.700386196,-0.154662422,0812_0815_NONTARGET
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R1,4583333.333,0.099207934,-1.003453594,0812_0815_NONTARGET
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R2,4923333.333,0.105701769,-0.975917744,0812_0815_NONTARGET
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,0812_0815-Control,R3,5393333.333,0.116935803,-0.932052498,0812_0815_NONTARGET
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R1,1478900.067,0.032011335,-1.494696209,0812_0815_NONTARGET
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R2,1095328.467,0.023516213,-1.62863261,0812_0815_NONTARGET
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,0812_0815-Control,R3,468509.7667,0.010158016,-1.993191112,0812_0815_NONTARGET
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R1,778561.8,0.016852256,-1.773341946,0812_0815_NONTARGET
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R2,936002.8,0.020095562,-1.696899837,0812_0815_NONTARGET
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],0812_0815-Control,R3,1433558.7,0.031081768,-1.50749428,0812_0815_NONTARGET
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,0812_0815-Control,R3,249185.0333,0.005402717,-2.267387807,0812_0815_NONTARGET
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R1,954785.7333,0.020666688,-1.684729116,0812_0815_NONTARGET
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R2,862583.8333,0.01851929,-1.732375671,0812_0815_NONTARGET
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,0812_0815-Control,R3,989932.4333,0.021463265,-1.668304207,0812_0815_NONTARGET
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R2,130381.9333,0.002799242,-2.552959569,0812_0815_NONTARGET
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R2,121593.9333,0.002610567,-2.583265078,0812_0815_NONTARGET
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,0812_0815-Control,R3,749293,0.01624583,-1.789258085,0812_0815_NONTARGET
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R1,501104.0667,0.010846582,-1.96470711,0812_0815_NONTARGET
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R2,160079.1333,0.003436828,-2.463842261,0812_0815_NONTARGET
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,0812_0815-Control,R3,56054.4,0.001215346,-2.915300053,0812_0815_NONTARGET
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R1,584830.6667,0.012658875,-1.8976049,0812_0815_NONTARGET
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R2,672574.1333,0.014439866,-1.840436824,0812_0815_NONTARGET
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,0812_0815-Control,R3,633924.7,0.013744467,-1.861872087,0812_0815_NONTARGET
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R1,1094522,0.023691331,-1.625410542,0812_0815_NONTARGET
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R2,1299762,0.02790531,-1.554313149,0812_0815_NONTARGET
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,0812_0815-Control,R3,1269761.333,0.027530388,-1.560187663,0812_0815_NONTARGET
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,0812_0815-Control,R3,75459.73333,0.001636084,-2.786194495,0812_0815_NONTARGET
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R2,413869.8,0.0088856,-2.051313248,0812_0815_NONTARGET
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0812_0815-Control,R3,444562.0667,0.009638793,-2.015977358,0812_0815_NONTARGET
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R1,2794239.333,0.060482337,-1.218371436,0812_0815_NONTARGET
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R2,2675328.467,0.057438108,-1.240799874,0812_0815_NONTARGET
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,0812_0815-Control,R3,2090614.367,0.045327751,-1.34363583,0812_0815_NONTARGET
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R1,5546666.667,0.120059638,-0.92060297,0812_0815_NONTARGET
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R2,5296666.667,0.113717069,-0.944174343,0812_0815_NONTARGET
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,0812_0815-Control,R3,4546666.667,0.098578761,-1.006216645,0812_0815_NONTARGET
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R1,799571.4667,0.017307018,-1.76177775,0812_0815_NONTARGET
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,0812_0815-Control,R3,797895.4,0.017299606,-1.7619638,0812_0815_NONTARGET
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R1,617201.0667,0.013359544,-1.87420837,0812_0815_NONTARGET
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,0812_0815-Control,R3,178739.0667,0.003875339,-2.411690275,0812_0815_NONTARGET
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R1,1706589.4,0.036939755,-1.432505994,0812_0815_NONTARGET
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R2,1863408,0.040006538,-1.397869029,0812_0815_NONTARGET
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,0812_0815-Control,R3,1858553.7,0.040296317,-1.394734647,0812_0815_NONTARGET
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R1,1958119.067,0.042384207,-1.372795941,0812_0815_NONTARGET
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R2,2118661.8,0.045486723,-1.342115349,0812_0815_NONTARGET
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,0812_0815-Control,R3,2813333.333,0.060997415,-1.214688569,0812_0815_NONTARGET
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R1,583255.3333,0.012624776,-1.898776319,0812_0815_NONTARGET
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R2,527298.3333,0.01132086,-1.946120586,0812_0815_NONTARGET
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,0812_0815-Control,R3,358596.7,0.007774931,-2.109303472,0812_0815_NONTARGET
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R1,88749.13333,0.001921008,-2.716470917,0812_0815_NONTARGET
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R2,414088.8,0.008890302,-2.051083501,0812_0815_NONTARGET
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,0812_0815-Control,R3,134441.7,0.002914904,-2.535375765,0812_0815_NONTARGET
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R1,263819.7333,0.005710475,-2.243327761,0812_0815_NONTARGET
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R2,347449.4667,0.007459585,-2.127285336,0812_0815_NONTARGET
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,0812_0815-Control,R3,439244.3667,0.009523497,-2.02120356,0812_0815_NONTARGET
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R1,1203668.333,0.026053843,-1.584128202,0812_0815_NONTARGET
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R2,1019637.667,0.021891166,-1.659731115,0812_0815_NONTARGET
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0812_0815-Control,R3,1173137.333,0.025435431,-1.594560905,0812_0815_NONTARGET
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R1,1830000,0.039611022,-1.402183948,0812_0815_NONTARGET
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R2,1275328.467,0.027380733,-1.562554931,0812_0815_NONTARGET
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,0812_0815-Control,R3,1353333.333,0.029342358,-1.532504982,0812_0815_NONTARGET
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R1,1109794,0.024021899,-1.619392665,0812_0815_NONTARGET
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R2,979247.4667,0.021024006,-1.677284528,0812_0815_NONTARGET
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,0812_0815-Control,R3,833947.7,0.018081275,-1.742770946,0812_0815_NONTARGET
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R1,690489.7333,0.014945904,-1.825477812,0812_0815_NONTARGET
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R2,1741995.133,0.037399858,-1.427130048,0812_0815_NONTARGET
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0812_0815-Control,R3,701228.7333,0.015203723,-1.818050058,0812_0815_NONTARGET
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R1,1230000,0.026623802,-1.574729926,0812_0815_NONTARGET
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R2,1550000,0.033277808,-1.477845287,0812_0815_NONTARGET
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,0812_0815-Control,R3,1176936.333,0.025517799,-1.593156791,0812_0815_NONTARGET
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R1,5020000,0.108659745,-0.96393132,0812_0815_NONTARGET
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R2,4756666.667,0.10212351,-0.990874267,0812_0815_NONTARGET
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,0812_0815-Control,R3,4793333.333,0.103926875,-0.983272129,0812_0815_NONTARGET
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R1,1649558,0.035705289,-1.447267447,0812_0815_NONTARGET
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R2,1837206,0.039443993,-1.40401913,0812_0815_NONTARGET
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",0812_0815-Control,R3,1724080.667,0.037380734,-1.427352179,0812_0815_NONTARGET
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R1,1456342,0.031523058,-1.501371663,0812_0815_NONTARGET
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R2,1909612.667,0.040998532,-1.387231698,0812_0815_NONTARGET
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,0812_0815-Control,R3,1700614.367,0.036871948,-1.433303917,0812_0815_NONTARGET
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R1,356505.6667,0.007716696,-2.1125686,0812_0815_NONTARGET
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R2,207998.1333,0.004465627,-2.350117548,0812_0815_NONTARGET
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0812_0815-Control,R3,174256.7,0.003778155,-2.422720276,0812_0815_NONTARGET
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R1,1318949.7,0.028549151,-1.544406804,0812_0815_NONTARGET
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R2,1143258.467,0.024545249,-1.610032559,0812_0815_NONTARGET
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,0812_0815-Control,R3,1384750.7,0.030023536,-1.522538167,0812_0815_NONTARGET
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R1,677822.4,0.014671715,-1.833519121,0812_0815_NONTARGET
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R2,545823.1333,0.011718579,-1.931125047,0812_0815_NONTARGET
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,0812_0815-Control,R3,586184.0333,0.012709376,-1.895875776,0812_0815_NONTARGET
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R1,2483333.333,0.053752662,-1.269600019,0812_0815_NONTARGET
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R2,2403333.333,0.051598494,-1.287362975,0812_0815_NONTARGET
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,0812_0815-Control,R3,2078727.333,0.045070022,-1.346112234,0812_0815_NONTARGET
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R1,2012229.467,0.043555446,-1.360957533,0812_0815_NONTARGET
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R2,2253928.267,0.048390834,-1.315236895,0812_0815_NONTARGET
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,0812_0815-Control,R3,2503947.7,0.054289456,-1.265284507,0812_0815_NONTARGET
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R1,141729.4667,0.003067786,-2.513174885,0812_0815_NONTARGET
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R2,304190.1333,0.006530826,-2.185031862,0812_0815_NONTARGET
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0812_0815-Control,R3,375684.6667,0.008145424,-2.089086291,0812_0815_NONTARGET
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,0812_0815-Control,R2,465532.1333,0.009994767,-2.000227322,0812_0815_NONTARGET
