Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0812,R3,1936666.667,0.041244149,-1.384637651,September
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812,R1,4437075,0.090700639,-1.042389653,September
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812,R2,3847615.333,0.081517635,-1.088748431,September
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812,R3,5110000,0.108824924,-0.963271628,September
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0812,R1,25536666.67,0.522008753,-0.282322215,September
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0812,R2,26396666.67,0.559253886,-0.25239099,September
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0812,R3,18473333.33,0.393416652,-0.405147262,September
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812,R1,5853333.333,0.119651138,-0.922083166,September
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812,R2,4951717.7,0.104909737,-0.979184201,September
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0812,R3,6340000,0.135019573,-0.869603271,September
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812,R1,26266666.67,0.536931076,-0.27008146,September
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812,R2,25966666.67,0.550143676,-0.259523875,September
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0812,R3,29633333.33,0.631085175,-0.199912022,September
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812,R1,4049447.267,0.082776932,-1.082090675,September
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812,R2,2384518.367,0.05051968,-1.296539406,September
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0812,R3,5690000,0.121176872,-0.916580262,September
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812,R1,28646666.67,0.585581937,-0.232412328,September
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812,R2,30173333.33,0.639268364,-0.194316787,September
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0812,R3,29493333.33,0.62810367,-0.201968669,September
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812,R1,3550000,0.072567461,-1.13925807,September
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812,R2,5046666.667,0.106921377,-0.970935458,September
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0812,R3,4730000,0.100732268,-0.996831388,September
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812,R1,485008.4667,0.009914319,-2.003737103,September
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812,R2,1503333.333,0.031850423,-1.496884791,September
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0812,R3,2024802.667,0.043121134,-1.365309824,September
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812,R1,188325.7333,0.003849668,-2.414576755,September
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812,R2,639532.7333,0.013549482,-1.8680773,September
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0812,R3,1307196.167,0.027838654,-1.555351763,September
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812,R1,1146113.933,0.023428332,-1.63025863,September
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812,R2,891717.7,0.018892408,-1.723712691,September
Q88BY9,Q88BY9_PSEPK,Pp_5395,N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein,PP_0812,R3,710176.8333,0.015124254,-1.820326027,September
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812,R1,492227.8667,0.010061895,-1.997320226,September
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812,R2,666768.7333,0.014126519,-1.849964852,September
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Beta-propeller fold lactonase family protein,PP_0812,R3,499870.3667,0.010645471,-1.972835137,September
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C04,Q88C04_PSEPK,Copb-ii,Copper resistance protein B,PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812,R1,333656.2,0.006820446,-2.166187223,September
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812,R2,510102.0667,0.010807295,-1.966282995,September
Q88C17,Q88C17_PSEPK,Lpd,Dihydrolipoyl dehydrogenase,PP_0812,R3,842569,0.017943739,-1.746087052,September
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812,R2,261961.0667,0.005550047,-2.255703328,September
Q88C18,Q88C18_PSEPK,Pp_5365,Fatty acid methyltransferase,PP_0812,R3,77008.33333,0.001640005,-2.785154804,September
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812,R1,213450.1333,0.004363249,-2.360189992,September
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812,R2,381729.7333,0.00808753,-2.092184089,September
Q88C30,Q88C30_PSEPK,Pp_5353,Tim44-like domain-containing protein,PP_0812,R3,707686.1667,0.015071212,-1.821851822,September
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812,R1,569612.2667,0.011643751,-1.933907089,September
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812,R2,747842.3333,0.015844187,-1.800130032,September
Q88C31,Q88C31_PSEPK,Uvrd,DNA 3'-5' helicase,PP_0812,R3,956942,0.020379479,-1.690806912,September
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0812,R1,92776.86667,0.001896502,-2.722046722,September
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0812,R3,136579,0.00290865,-2.5363086,September
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812,R1,295971.8667,0.00605012,-2.218235991,September
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812,R2,314145.4,0.006655652,-2.176809373,September
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812,R1,2622780.6,0.05361367,-1.27072446,September
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812,R2,1626438.033,0.034458585,-1.462702557,September
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812,R3,3007077.167,0.064040106,-1.193547955,September
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812,R1,5403333.333,0.110452446,-0.956824662,September
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812,R2,6776666.667,0.143574081,-0.842923954,September
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812,R3,6500000,0.138427007,-0.858779172,September
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812,R3,1020821,0.021739876,-1.662742933,September
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812,R3,360821,0.007684211,-2.114400723,September
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812,R1,927428.2,0.018958059,-1.722206125,September
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812,R2,956081.3,0.020256049,-1.693445254,September
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812,R3,1767102.833,0.037633039,-1.424430705,September
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812,R1,765561.2,0.015649249,-1.805506508,September
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812,R2,1300102.067,0.027544657,-1.559962629,September
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812,R3,1773743.833,0.037774469,-1.42280163,September
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812,R2,317295.4,0.00672239,-2.172476302,September
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812,R3,596746.6667,0.012708593,-1.895902527,September
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812,R1,1330000,0.027187246,-1.565634782,September
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812,R2,737787.3667,0.015631157,-1.806008864,September
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812,R3,1246134,0.026538246,-1.576127783,September
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812,R3,261853.6667,0.005576557,-2.253633869,September
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812,R1,476481.8667,0.009740022,-2.011440045,September
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812,R2,688754.3667,0.014592318,-1.835875713,September
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812,R3,1270129,0.027049255,-1.567844696,September
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812,R1,706113.9333,0.014434055,-1.840611641,September
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812,R2,958384.3667,0.020304843,-1.692400357,September
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812,R3,1255855,0.026745269,-1.572753029,September
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812,R1,1352426.667,0.027645682,-1.558372697,September
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812,R2,768384.3667,0.016279402,-1.788361558,September
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812,R3,1722562.333,0.036684484,-1.435517582,September
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812,R1,988894.5333,0.020214526,-1.694336447,September
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812,R2,573435.4,0.012149109,-1.915455578,September
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812,R3,1577077.167,0.033586165,-1.473839584,September
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812,R1,1249447.267,0.025540624,-1.592768491,September
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812,R2,1696666.667,0.035946487,-1.44434355,September
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812,R3,1433333.333,0.03052493,-1.515345328,September
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812,R1,2942780.6,0.060154963,-1.220728538,September
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812,R2,3461717.7,0.073341801,-1.134648429,September
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812,R3,5070000,0.107973065,-0.966684569,September
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812,R1,2486202.333,0.050821801,-1.293949953,September
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812,R2,1659975,0.035169117,-1.453838531,September
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812,R3,1270410.5,0.02705525,-1.567748454,September
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812,R1,1245589.267,0.025461761,-1.594111565,September
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812,R2,1152774.733,0.024423302,-1.612195629,September
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812,R3,1940410.5,0.04132388,-1.383798912,September
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812,R1,166743.5333,0.003408494,-2.467437423,September
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812,R2,204945.3667,0.004342082,-2.362301974,September
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812,R3,432598.6667,0.009212821,-2.035607352,September
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812,R1,318238.8,0.006505291,-2.186733294,September
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812,R2,813435.4,0.017233877,-1.763617009,September
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812,R3,1388395.3,0.029567909,-1.529179394,September
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812,R1,213159.8667,0.004357316,-2.360780983,September
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812,R2,139546.7333,0.002956512,-2.529220404,September
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812,R3,572851.1667,0.012199703,-1.913650727,September
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812,R1,1477317.667,0.030198646,-1.520012531,September
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812,R2,1624535,0.034418267,-1.463211006,September
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812,R3,2396666.667,0.051040522,-1.292084893,September
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812,R1,1602227.867,0.032752002,-1.484762142,September
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812,R2,1576597.4,0.033402635,-1.476219272,September
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812,R3,2207077.167,0.047002936,-1.327875011,September
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812,R1,342437.6,0.006999951,-2.154904978,September
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812,R2,359293.3333,0.007612181,-2.118490919,September
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812,R3,549492,0.011702236,-1.931731154,September
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812,R3,190071.3333,0.004047847,-2.392775907,September
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812,R1,177391.8667,0.003626163,-2.440552719,September
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812,R2,1883677.033,0.039908588,-1.398933635,September
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812,R3,960861.3333,0.020462947,-1.689031811,September
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812,R1,326013.9333,0.006664226,-2.176250261,September
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812,R2,263631.3667,0.005585435,-2.252942997,September
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812,R3,1722561.333,0.036684463,-1.435517834,September
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812,R1,11046666.67,0.225810861,-0.646255173,September
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812,R2,8985234.333,0.190365976,-0.72041067,September
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812,R3,10520000,0.224038786,-0.649676789,September
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812,R1,2352780.6,0.048094455,-1.317904992,September
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812,R2,4623333.333,0.097952411,-1.008984872,September
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812,R3,4130000,0.08795439,-1.055742477,September
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812,R1,856222.6667,0.017502509,-1.756899702,September
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812,R2,546296.0333,0.01157412,-1.936512031,September
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812,R3,1405415,0.029930368,-1.523887944,September
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812,R1,37789.06667,0.000772467,-3.112120257,September
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812,R2,33537.46667,0.000710543,-3.148409824,September
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812,R3,316441,0.006739074,-2.17139978,September
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812,R1,275632.2,0.005634346,-2.249156471,September
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812,R2,220690.7333,0.004675672,-2.33015598,September
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812,R3,527017.3333,0.011223605,-1.949867629,September
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812,R1,37789.06667,0.000772467,-3.112120257,September
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812,R2,33537.46667,0.000710543,-3.148409824,September
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,PP_0812,R3,313374.5,0.006673768,-2.175628874,September
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812,R1,981360,0.020060508,-1.69765807,September
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812,R2,740365.3667,0.015685776,-1.804493983,September
Q88CB6,XPT_PSEPK,Xpt,Xanthine phosphoribosyltransferase,PP_0812,R3,1410000,0.030028012,-1.522473416,September
Q88CB8,Q88CB8_PSEPK,Pp_5263,GGDEF domain protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88CB8,Q88CB8_PSEPK,Pp_5263,GGDEF domain protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88CB8,Q88CB8_PSEPK,Pp_5263,GGDEF domain protein,PP_0812,R3,574154.3333,0.012227456,-1.912663881,September
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812,R1,352227.8667,0.007200079,-2.14266271,September
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88CC3,Q88CC3_PSEPK,Amab,aldehyde dehydrogenase (NAD(+)),PP_0812,R3,360821,0.007684211,-2.114400723,September
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812,R1,8646113.933,0.17673987,-0.752665469,September
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812,R2,9109679.667,0.193002541,-0.714436972,September
Q88CE7,Q88CE7_PSEPK,Glnk,Activator of NRII(GlnL/NtrB) phosphatase,PP_0812,R3,9198180.333,0.195888703,-0.707990609,September
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812,R1,1546113.933,0.031604947,-1.500244929,September
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812,R2,737087.0667,0.01561632,-1.806421287,September
Q88CE8,Q88CE8_PSEPK,Amtb,Ammonium transporter,PP_0812,R3,1750410.5,0.037277552,-1.428552619,September
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812,R1,574045.9333,0.011734382,-1.930539778,September
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812,R2,451386.7,0.00956332,-2.019391319,September
Q88CF0,Q88CF0_PSEPK,Had,(S)-2-haloacid dehalogenase,PP_0812,R3,510214.8333,0.010865771,-1.963939448,September
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812,R2,46085.1,0.000976384,-3.010379544,September
Q88CF2,Q88CF2_PSEPK,Pp_5229,DUF484 family protein,PP_0812,R3,506335.8333,0.010783162,-1.967253865,September
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812,R1,1397092,0.02855871,-1.544261417,September
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812,R2,746852.3667,0.015823213,-1.800705316,September
Q88CF4,Q88CF4_PSEPK,Lysa-ii,Diaminopimelate decarboxylase,PP_0812,R3,1538719.667,0.032769286,-1.484533024,September
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812,R1,37789.06667,0.000772467,-3.112120257,September
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812,R2,33537.46667,0.000710543,-3.148409824,September
Q88CF8,Q88CF8_PSEPK,Rnk,Regulator of nucleotide diphosphokinase,PP_0812,R3,105302.6667,0.002242574,-2.649253159,September
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812,R1,1332227.867,0.027232787,-1.564907909,September
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812,R2,961815.7,0.020377541,-1.690848216,September
Q88CG1,Q88CG1_PSEPK,Elbb,Glyoxalase,PP_0812,R3,2107297,0.044877972,-1.34796678,September
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812,R1,2006666.667,0.041019354,-1.387011186,September
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812,R2,673487.4,0.014268864,-1.845610603,September
Q88CG4,PPK1_PSEPK,Ppk,Polyphosphate kinase,PP_0812,R3,1007487.667,0.021455923,-1.66845279,September
Q88CG5,Q88CG5_PSEPK,Ppx,Exopolyphosphatase,PP_0812,R1,1502780.6,0.030719147,-1.512590843,September
Q88CG5,Q88CG5_PSEPK,Ppx,Exopolyphosphatase,PP_0812,R2,272049.1,0.005763778,-2.239292785,September
