Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
P0A0Z9,ARGA_PSEPK,Arga,Amino-acid acetyltransferase,PP_0815,R3,1750760.333,0.041715683,-1.37970064
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R1,1250000,0.028592785,-1.543743548
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R2,1359285,0.033342032,-1.477007932
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0812_15,R3,1616666.667,0.04392101,-1.357327682
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R1,1062671,0.025824137,-1.58797418
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R2,891121.6667,0.022359164,-1.650544443
P0A116,DNAA_PSEPK,Dnaa,Chromosomal replication initiator protein DnaA,PP_0815,R3,1108787.333,0.026419276,-1.578079082
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R1,5162143.333,0.118080042,-0.927823502
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R2,3452268.033,0.084681014,-1.07221395
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0812_15,R3,5751122.667,0.156244402,-0.806195535
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R1,6211585.333,0.150948724,-0.821170553
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R2,5967203,0.149723292,-0.824710633
P0A120,DPO3B_PSEPK,Dnan,Beta sliding clamp,PP_0815,R3,5805192.333,0.138321368,-0.859110725
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R1,946189.3667,0.021643351,-1.664675498
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R2,927408.6667,0.022748496,-1.643047306
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0812_15,R3,597225.9667,0.016225217,-1.789809483
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R1,650555.6667,0.015809257,-1.801088544
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R2,528468,0.013259808,-1.877462751
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0815,R3,749308.6667,0.017853913,-1.748266582
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R1,735775.4333,0.016830295,-1.773908278
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R2,2112354.833,0.051814155,-1.285551584
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0812_15,R3,1557531.267,0.042314441,-1.373511392
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R1,1965805.533,0.047771353,-1.320832455
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R2,1339303,0.033604497,-1.473602604
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0815,R3,1837948.467,0.043793131,-1.358594008
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0812_15,R1,16589.46667,0.000379471,-3.420821137
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0812_15,R2,20129.76667,0.000493765,-3.306479716
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0812_15,R3,21729.2,0.000590331,-3.228904428
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0815,R1,45231.36667,0.001099175,-2.958933298
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0815,R2,146686.9,0.003680526,-2.434090115
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0815,R3,71159.73333,0.001695536,-2.770693026
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R1,385587.4,0.008820014,-2.054530727
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R2,399501.4,0.009799408,-2.008800151
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0812_15,R3,304907.9,0.008283627,-2.081779489
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R1,637638.8,0.015495362,-1.809798273
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R2,635225.3333,0.01593846,-1.797553636
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0815,R3,851165.8,0.020280881,-1.692913173
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R1,6070814.033,0.138865182,-0.857406632
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R2,5277440.033,0.129450833,-0.887895149
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0812_15,R3,4942098.967,0.134265141,-0.872036727
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R1,5504062.8,0.133755107,-0.873689628
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R2,6164308.333,0.154668868,-0.810597092
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0815,R3,5201281.8,0.123931882,-0.906816954
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R1,8920000,0.204038111,-0.690288707
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R2,3446666.667,0.084543618,-1.072919173
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0812_15,R3,3383333.333,0.091917165,-1.036603378
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R1,5960000,0.144834909,-0.839126749
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R2,6096666.667,0.152971669,-0.815388995
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0815,R3,3886666.667,0.09260831,-1.033350042
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R1,1927480.7,0.044089632,-1.355663523
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R2,1827440.033,0.044825452,-1.348475322
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0812_15,R3,2218765.633,0.060278615,-1.219836735
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R1,1792613.667,0.04356259,-1.360886305
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R2,1877641.667,0.04711197,-1.326868732
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0815,R3,1597948.467,0.038074607,-1.419364569
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R1,3668272.333,0.083908896,-1.076191991
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R2,2735754.667,0.067105589,-1.173241308
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0812_15,R3,2027731.333,0.055088665,-1.258937753
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R1,1374930,0.033412393,-1.47609242
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R2,1057946.333,0.026544967,-1.576017808
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0815,R3,1325097,0.031573326,-1.500679667
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R1,359108.7667,0.008214336,-2.085427554
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R2,98900.43333,0.002425938,-2.615120262
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0812_15,R3,21729.2,0.000590331,-3.228904428
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R1,583293.4667,0.014174707,-1.848485896
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R2,325109,0.008157321,-2.088452454
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0815,R3,316821.9333,0.007548974,-2.122112098
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R1,247162.1,0.005653642,-2.247671685
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R2,405532.0667,0.009947335,-2.002293256
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0812_15,R3,1178765.633,0.032024275,-1.4945207
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R1,511893.6,0.012439608,-1.905193309
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R2,691053.3333,0.017339242,-1.76096988
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0815,R3,552139.9333,0.013155938,-1.880878179
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R1,30837480.7,0.705383553,-0.15157467
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R2,24584106.7,0.603025914,-0.219664024
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0812_15,R3,19785432.3,0.537523404,-0.269602622
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R1,23627396.13,0.574173116,-0.240957146
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R2,19705049.1,0.494420052,-0.305903924
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0815,R3,25050599.33,0.596885162,-0.224109217
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R1,12846666.67,0.293857578,-0.531863106
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R2,8610000,0.211195517,-0.675315305
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0812_15,R3,8256666.667,0.224314107,-0.649143414
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R1,7406666.667,0.179990586,-0.744750209
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R2,7056666.667,0.177059061,-0.751881842
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0815,R3,8033333.333,0.191411687,-0.71803155
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R1,1400814.033,0.032042539,-1.494273077
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R2,2026666.667,0.049712301,-1.303536132
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0812_15,R3,2056666.667,0.055874769,-1.252784256
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R1,2120000,0.051518458,-1.288037148
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R2,2030000,0.050934798,-1.292985408
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0815,R3,1966666.667,0.046860122,-1.329196581
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R1,4150000,0.094928045,-1.022605464
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R2,4186666.667,0.102695149,-0.988450072
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0812_15,R3,3906666.667,0.106134894,-0.974141808
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R1,3846666.667,0.093478459,-1.029288454
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R2,3666666.667,0.092000457,-1.036210015
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0815,R3,3390000,0.080774143,-1.09272764
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R1,1010567.367,0.023115948,-1.636088291
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R2,282712.4333,0.00693468,-2.158973548
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0812_15,R3,623805.9333,0.016947332,-1.770898664
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R1,549441.8,0.013352073,-1.874451312
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R2,627403.6667,0.015742207,-1.802934393
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0815,R3,439416.2667,0.010470051,-1.980051208
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R1,12516666.67,0.286309083,-0.543164874
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R2,11904106.7,0.291996976,-0.534621646
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0812_15,R3,9938765.633,0.270012758,-0.568615716
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R1,17337396.13,0.421318824,-0.375389136
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R2,14470975,0.363091722,-0.439983653
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0815,R3,16673333.33,0.39727853,-0.400904905
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R1,12442.1,0.000284603,-3.545759874
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R2,12320.1,0.000302201,-3.519704224
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0812_15,R3,16296.9,0.000442748,-3.353843165
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R1,12188.4,0.000296192,-3.52842631
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R2,345283.3333,0.008663516,-2.06230583
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0815,R3,13845.4,0.000329897,-3.481621831
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R1,102673333.3,2.3485732,0.370804101
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R2,90863100,2.228789705,0.348069093
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0812_15,R3,72495410.33,1.969528851,0.294362347
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R1,154173333.3,3.746590726,0.573636254
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R2,143140000,3.591530568,0.555279567
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0815,R3,156053333.3,3.718311004,0.570345712
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R1,12442.1,0.000284603,-3.545759874
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R2,66937.06667,0.001641906,-2.78465178
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0812_15,R3,16296.9,0.000442748,-3.353843165
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R1,12188.4,0.000296192,-3.52842631
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R2,12925,0.000324302,-3.489050894
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0815,R3,13845.4,0.000329897,-3.481621831
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R1,12442.1,0.000284603,-3.545759874
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R2,12320.1,0.000302201,-3.519704224
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0812_15,R3,16296.9,0.000442748,-3.353843165
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R1,12188.4,0.000296192,-3.52842631
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R2,250249.5,0.006279019,-2.202108227
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0815,R3,13845.4,0.000329897,-3.481621831
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R1,2933333.333,0.067097734,-1.173292144
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R2,1920773.367,0.047114834,-1.326842331
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0812_15,R3,2073333.333,0.056327563,-1.249279035
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R1,1759717.333,0.042763171,-1.368930097
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R2,1225347,0.030745223,-1.512222354
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0815,R3,1447948.467,0.03450053,-1.462174233
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R1,12188.4,0.000296192,-3.52842631
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R2,12925,0.000324302,-3.489050894
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0815,R3,13845.4,0.000329897,-3.481621831
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R1,3913333.333,0.089514478,-1.048106719
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R2,3306666.667,0.081109544,-1.090928039
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0812_15,R3,2380960.333,0.064685061,-1.189196005
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R1,3333333.333,0.081003864,-1.091494263
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R2,2903333.333,0.072847635,-1.137584545
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0815,R3,3690000,0.087922298,-1.055900972
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R1,1057312.667,0.024185211,-1.616450126
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R2,1366666.667,0.033523098,-1.474655855
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0812_15,R3,1430000,0.038849718,-1.410612128
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R1,1147463,0.027884681,-1.554634318
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R2,865663.6667,0.021720396,-1.663132256
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0815,R3,1130138.667,0.026928018,-1.569795604
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R1,11947480.7,0.273289393,-0.563377223
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R2,9045910.7,0.221888012,-0.65386616
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0812_15,R3,7940864.6,0.215734511,-0.666080375
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R1,6590729.467,0.160162366,-0.795439523
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R2,6527641.667,0.163785277,-0.78572514
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0815,R3,6854375.467,0.163320444,-0.786959448
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R1,370490.0333,0.008474673,-2.071877032
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R2,308981.3667,0.007579034,-2.120386167
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0812_15,R3,232362.6,0.006312742,-2.199781938
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R1,125923.2667,0.003060081,-2.514267027
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R2,247596.6667,0.006212456,-2.206736652
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0815,R3,302783.4667,0.007214476,-2.141795181
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R1,2216666.667,0.050704538,-1.294953171
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R2,2633333.333,0.064593286,-1.18981262
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0812_15,R3,2086666.667,0.056689798,-1.246495087
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R1,2240000,0.054434597,-1.26412499
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R2,1883333.333,0.04725478,-1.325554253
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0815,R3,2290000,0.054564244,-1.263091856
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0812_15,R1,4577480.7,0.104706336,-0.980027039
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0812_15,R2,4116666.667,0.100978112,-0.995772754
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0812_15,R3,4018765.633,0.109180358,-0.961855486
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R1,4680000,0.113729425,-0.944127155
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R2,4785297.333,0.120068057,-0.920572518
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0815,R3,5256666.667,0.125251548,-0.902216899
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0812_15,R1,11287625.33,0.258195711,-0.588050976
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0812_15,R2,13423634.67,0.329269624,-0.482448333
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0812_15,R3,12025237.67,0.326697268,-0.485854497
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R1,10403904,0.252826928,-0.597176672
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R2,10136740.33,0.254341294,-0.594583124
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0815,R3,11167361,0.266086731,-0.574976782
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0812_15,R1,3255388.667,0.074464501,-1.128050714
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0812_15,R2,3631449.333,0.089076169,-1.050238467
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0812_15,R3,2778877,0.075495516,-1.122078841
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R1,3842396,0.093374677,-1.029770887
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R2,4367880,0.109594624,-0.960210747
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0815,R3,4974595.667,0.118530591,-0.926169551
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0812_15,R1,3510450.333,0.08029884,-1.095290728
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0812_15,R2,3446483.667,0.084539129,-1.072942232
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0812_15,R3,3503969.333,0.09519456,-1.021387869
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R1,2964026.333,0.072029276,-1.142490951
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R2,2944330,0.073876283,-1.131494962
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0815,R3,3087187.333,0.073558971,-1.133364354
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0812_15,R1,2038122,0.046620467,-1.331423384
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0812_15,R2,690105.1,0.016927654,-1.77140322
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0812_15,R3,746109.9,0.020270041,-1.693145363
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R1,1546311,0.03757715,-1.425076163
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R2,1117972,0.028051073,-1.552050519
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0815,R3,1191136.467,0.028381424,-1.546965817
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0812_15,R1,1428294.733,0.032671139,-1.485835726
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0812_15,R2,1749395.333,0.042911086,-1.367430493
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0812_15,R3,1390000,0.037763013,-1.422933365
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R1,1695416.333,0.041200582,-1.385096646
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R2,1737784,0.043602797,-1.360485651
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0815,R3,1730000,0.041221023,-1.384881235
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812_15,R1,2511774.033,0.057454891,-1.240672995
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812_15,R2,5036666.667,0.12354488,-0.908175247
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0812_15,R3,4046666.667,0.109938363,-0.958850733
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R1,3700000,0.089914289,-1.046171284
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R2,3673333.333,0.092167731,-1.035421106
Q877U6,Q877U6_PSEPK,Pp_1157,Acetolactate synthase,PP_0815,R3,3570000,0.085063036,-1.070259122
