orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_0115	PP_0115		hydroperoxidase - self catalytic heme d synthase	0.097	-0.022	-0.051	0.032	-0.397	0.023	-0.109	-0.03	-0.082	-0.139	0.003	0.137	-0.07	0.089	-0.133	0.077	0.144	-0.014	0.054	0.085	0.054	0.132
Putida	PP_0116	PP_0116		putative lipoprotein	-0.302	0.23	-0.006	-0.106	-0.121	0.217	0.524	0.095	0.284	-0.155	-0.064	0.022	0.107	-0.054	-0.113	0.201	0.082	0.01	0.29	0.235	-0.356	-0.16
Putida	PP_0117	PP_0117		Zn(2+) ABC transporter - permease subunit	0.007	-0.173	0.138	0.235	-0.429	-0.141	-0.359	0.034	0.295	0.646	-0.327	-0.329	0.242	0.016	-1.986	-1.12	-1.737	-1.626	-2.591	-0.76	-1.317	-0.909
Putida	PP_0118	PP_0118		zinc import ATP-binding protein	-0.396	-0.084	-0.253	-0.342	-0.266	-0.272	-0.169	0.109	0.085	0.309	-0.132	-0.31	0.223	-0.187	-1.367	-0.886	-1.249	-0.986	-1.372	-0.419	-0.751	-0.481
Putida	PP_0119	PP_0119		putative zinc uptake regulation protein ZUR	-0.235	-0.26	-0.569	-0.617	-0.196	0.106	-0.042	-0.091	0.012	0.073	-0.268	-0.177	0.11	-0.506	-0.527	-0.19	-0.819	-0.505	-1.188	-0.845	-0.501	-0.278
Putida	PP_0120	PP_0120		putative zinc ABC transporter	-0.347	-0.284	-0.289	-0.201	-0.151	-0.292	-0.915	-0.072	0.313	0.219	-0.51	-0.262	0.014	-0.36	-1.967	-2.548	-1.927	-2.003	-2.544	-0.68	-0.896	-0.333
Putida	PP_0122	PP_0122		conserved exported protein of unknown function	0.062	0.141	-0.595	-0.62	0.227	0.254	-0.212	0.208	-0.449	0.114	-0.615	-0.12	-0.581	-0.756	-0.049	0.193	-0.479	-0.502	0.367	0.554	0.898	0.979
Putida	PP_0123	PP_0123		"DNA polymerase I, 5"	-0.131	-0.241	1.274	1.174	1.319	0.284	2.384	0.069	0.138	1.47	0.773	1.397	0.055	0.217	1.023	1.564	0.734	1.432	1.298	1.127	1.003	2.108
Putida	PP_0125	PP_0125		putative cytochrome c-type protein	0.155	-0.23	-0.331	-0.399	0.767	0.026	-0.722	0.138	-0.716	1.087	0.084	0.764	-0.328	-0.667	-0.86	-0.159	-0.36	0.389	-0.902	-0.45	-0.323	-0.365
Putida	PP_0126	PP_0126		Cytochrome c4	-0.123	-0.454	0.474	-0.992	-0.117	-0.256	0.4	-0.502	-0.268	-0.073	-0.12	-0.824	-0.292	0.08	1.096	-0.32	0.102	0.568	-0.308	-0.386	-0.611	0.08
Putida	PP_0127	PP_0127		Thiol:disulfide interchange protein	-1.029	-1.961	-2.493	-1.692	-1.821	-0.126	-0.586	-0.234	-0.397	-0.864	-1.527	-2.174	0.458	0.623	0.014	0.485	0.075	-0.195	-0.89	-1.512	-1.236	0.408
Putida	PP_0128	PP_0128		conserved protein of unknown function	0.018	0.191	0.024	0.291	0.175	-0.053	-0.131	0.309	0.249	-0.061	0.501	0.304	-0.114	0.038	0.096	0.285	0.312	0.045	0.175	-0.16	0.016	0.056
Putida	PP_0129	PP_0129		GGDEF domain protein	-0.025	-0.144	-0.214	-0.537	-0.206	-0.326	-0.013	-0.046	-0.145	-0.095	-0.217	-0.018	0.17	0.143	-0.156	-0.102	-0.373	-0.158	-0.288	-0.035	0.137	0.117
Putida	PP_0130	PP_0130		"1,6-anhydro-N-acetylmuramyl-L-alanine amidase"	-0.083	0.042	-0.129	0.132	-0.146	-0.159	-0.161	0.042	0.026	0.029	-0.139	0.188	0.102	0.194	0.143	0.271	0.231	-0.065	0.061	0.064	0	-0.296
Putida	PP_0131	PP_0131		putative membrane-anchored phosphodiesterase	0.064	0.073	0.018	0.024	0.023	-0.023	-0.107	0.008	0.022	-0.123	0.079	-0.128	-0.02	-0.047	-0.119	0.007	-0.194	-0.149	-0.133	-0.09	-0.005	0.023
Putida	PP_0132	PP_0132		Alginate biosynthesis sensor protein KinB	-0.067	-0.03	0.012	-0.448	0.272	-0.118	0.007	-0.166	0.024	0.108	0.146	0.08	-0.168	-0.227	0.061	0.222	0.151	0.027	0.113	-0.222	-0.179	0.165
Putida	PP_0133	PP_0133		Alginate biosynthesis transcriptional regulatory protein AlgB	0.034	-0.082	-0.279	-0.067	-0.125	-0.052	-0.046	-0.03	0.14	0.057	-0.01	0.011	0.051	0.031	-0.373	-0.083	-0.043	-0.028	-0.191	-0.056	0.035	0.01
Putida	PP_0134	PP_0134		conserved exported protein of unknown function	0.01	-0.099	0.007	-0.287	0.043	-0.087	0.163	-0.01	0.126	0.171	-0.012	-0.092	-0.047	-0.185	-0.238	-0.14	-0.25	-0.354	-0.202	-0.26	0.114	-0.341
Putida	PP_0135	PP_0135		conserved exported protein of unknown function	-0.053	-0.389	0.194	-0.103	0.237	-0.233	0.196	-0.244	-0.287	-0.467	-0.597	-0.299	-0.343	-0.49	-0.523	0.173	-0.381	-0.274	-0.229	0.307	-0.44	0.351
Putida	PP_0136	PP_0136		conserved exported protein of unknown function	-0.09	-0.352	-0.814	-0.194	-0.168	0.064	0.788	0.077	0.361	0.201	0.398	0.157	0.01	-0.012	0.372	0.031	-0.034	-0.161	0.09	0.277	0.476	0.844
Putida	PP_0137	PP_0137		glutamate/aspartate-proton DAACS transporter	-0.131	-0.052	-0.164	-0.269	0.057	0.065	-0.199	-0.035	-0.135	0.006	-0.026	0.049	0.008	0.088	-0.32	-0.235	-0.193	-0.087	0.179	0.047	0.392	0.149
Putida	PP_0138	PP_0138		conserved membrane protein of unknown function	0.035	-0.121	-0.041	-0.185	0.216	-0.11	0.03	0.032	-0.014	0.227	-0.049	0.15	-0.143	-0.104	-0.182	0.077	-0.264	-0.209	0.002	-0.25	-0.015	-0.123
Putida	PP_0139	PP_0139		putative Lipoprotein	-0.084	-0.184	0.572	0.347	-0.066	0.033	0.301	-0.012	-0.471	0.158	-0.19	-0.034	-0.251	-0.281	0.204	-0.57	-0.008	-0.113	0.005	-0.027	-0.178	0.142
Putida	PP_0140	PP_0140		conserved protein of unknown function	-0.154	0.139	-0.078	-0.159	-0.112	0.099	-0.172	0.014	0.127	0.178	-0.005	-0.04	0.277	0.185	0.077	-0.097	0.016	0.029	-0.041	-0.109	0.059	-0.076
Putida	PP_0141	PP_0141		"putative ABC transporter, ATP-binding protein"	0.003	0.018	-0.291	-0.443	0.031	0.188	-0.118	0.291	0.023	0.36	0.191	-0.287	-0.169	-0.092	-0.044	-0.072	0.095	-0.346	-0.381	0.312	0.446	0.112
Putida	PP_0142	PP_0142		"putative ABC transporter, permease protein"	0.271	-0.039	0.452	-0.1	0.123	-0.068	0.1	-0.05	0.233	0.022	0.385	-0.294	-0.063	-0.012	0.193	0.211	-0.217	-0.102	0.141	0.201	0.204	0.244
Putida	PP_0143	PP_0143		conserved membrane protein of unknown function	0.289	-0.105	0.001	-0.052	-0.074	0.005	-0.074	0.178	0.027	0.133	0.006	0.485	-0.049	-0.008	-0.174	-0.08	-0.375	-0.106	-0.172	0.268	0.182	0.106
Putida	PP_0144	PP_0144		"Metalloprotease, insulinase family"	0.017	-0.039	0.429	0.065	0.182	0.239	0.247	0.09	0.075	0.14	-0.018	0.104	-0.034	0.186	0.263	0.181	-0.054	-0.238	0.151	0.069	0.046	0.042
Putida	PP_0145	PP_0145		Na+/Pi-cotransporter	0.204	-0.056	0.392	0.35	0.33	0.059	0.144	0.103	0.119	0.472	0.054	0.068	-0.135	-0.147	0.419	-0.438	0.111	0.335	-0.365	0.136	-0.111	-0.209
Putida	PP_0146	PP_0146		putative transport protein	0.036	0.129	-0.203	-0.011	0.013	0.243	0.004	0.093	0.168	0.102	0.066	0.116	-0.049	-0.009	-0.037	-0.185	0.015	-0.077	-0.03	0.12	-0.069	-0.119
Putida	PP_0147	PP_0147		Citrate transporter	-0.023	-0.144	0.018	-0.115	-0.19	-0.19	0.107	0.069	0.074	0.101	-0.012	-0.136	-0.199	-0.009	-0.153	-0.282	-0.241	-0.179	-0.304	-0.113	-0.096	-0.001
Putida	PP_0148	PP_0148		conserved protein of unknown function	-0.099	0.094	-0.109	0.261	0.212	0.055	0.094	-0.134	-0.405	0.13	-0.329	-0.087	-0.102	0.043	0.071	0.113	0.021	-0.015	0.112	-0.011	0.078	-0.056
Putida	PP_0149	PP_0149		conserved exported protein of unknown function	0.017	-0.021	-0.159	0.151	-0.167	-0.121	-0.203	-0.007	-0.091	-0.034	0.011	-0.193	-0.01	-0.05	-0.3	0.053	-0.167	-0.191	-0.147	0.001	0.084	-0.054
Putida	PP_0150	PP_0150		conserved exported protein of unknown function	-0.268	-0.22	0.907	-0.635	-0.175	0.333	0.188	0.049	0.145	-0.144	0.393	-0.344	-0.341	-0.217	0.234	-0.471	-0.371	0.456	-0.204	-0.331	0.074	-0.168
Putida	PP_0151	PP_0151		conserved exported protein of unknown function	0.125	-0.224	0.104	0.381	0.348	-0.234	-0.463	-0.29	-0.13	-0.402	-0.077	0.016	0.349	0.014	-0.024	0.245	0.292	0.496	0.027	-0.026	-0.021	-0.168
Putida	PP_0152	PP_0152		conserved exported protein of unknown function	-0.295	0.4	0.323	-0.307	0.372	-0.405	-0.569	0.015	-0.261	-0.492	0.011	0.07	-0.156	0.219	0.058	-0.274	0.197	0.226	0.448	0.31	-0.473	-0.945
Putida	PP_0153	PP_0153		hypothetical protein	0.398	0.375	-1.116	0.037	0.186	0.363	0.606	-0.146	0.449	-0.135	0.51	-0.93	0.754	0.278	1.229	0.555	0.425	1.137	1.289	-0.727	0.09	-0.147
Putida	PP_0154	PP_0154		propionyl-CoA:succinate CoA transferase	0.043	0.123	-0.055	-0.218	-0.116	0.102	-0.195	0.063	-0.008	0.01	-0.006	0.014	-0.189	-0.139	-0.159	-0.019	-0.12	0.019	-0.071	0.067	-0.006	0.048
Putida	PP_0155	PP_0155		"pyridine nucleotide transhydrogenase, beta subunit"	-0.045	0.02	0.05	0.08	0.057	-0.014	-0.002	0.264	0.048	0.092	0.061	-0.096	0.084	-0.03	0.02	-0.163	-0.129	-0.055	-0.018	-0.139	-0.127	-0.136
Putida	PP_0156	PP_0156		pyridine nucleotide transhydrogenase subunit alpha	0.062	-0.105	-0.095	0.035	-0.237	-0.344	-0.218	-0.039	0.006	0.114	-0.062	0.054	0.172	0.029	-0.029	-0.227	-0.268	0.048	0.189	-0.045	0.156	-0.16
Putida	PP_0157	PP_0157		"transcriptional activator of gcdH, LysR family"	-0.056	-0.051	-0.023	-0.02	0.099	0.068	-0.181	0.095	-0.12	0.033	-0.026	-0.011	-0.039	0.171	0.216	0.19	0.116	0.311	0.209	-0.248	0.067	0.131
Putida	PP_0158	PP_0158		glutaryl-CoA dehydrogenase	-0.107	-0.101	-0.148	0.02	-0.08	0.209	0.091	0.029	0.046	-0.107	0.051	0.009	-0.023	0.061	-0.017	-0.058	-0.111	-0.061	-0.129	0.018	0	-0.006
Putida	PP_0159	PP_0159		putative CoA-transferase family III	-0.106	-0.109	0.12	-0.009	0.006	-0.057	0.108	0.13	0.048	-0.102	0.033	-0.037	0	-0.037	0.034	-0.065	-0.251	0.016	-0.034	-0.003	-0.049	-0.114
Putida	PP_0160	PP_0160		putative ferrioxamine receptor	0.003	0.069	-0.029	0.167	-0.063	0.027	-0.01	0.107	0.076	0.168	0.044	0.02	-0.034	0.078	-0.03	0.087	0.051	0.109	0.076	-0.066	-0.024	0.017
Putida	PP_0161	PP_0161		putative transmembrane sensor	0.192	0.4	-0.217	0.025	0.142	0.163	0.251	-0.14	-0.214	0.076	0.381	-0.004	-0.05	0.153	0.352	-0.199	0.11	0.39	0.306	-0.027	0.15	-0.063
Putida	PP_0162	PP_0162		"RNA polymerase sigma-70 factor, ECF subfamily"	-0.013	0.191	0.304	0.026	0.325	0.106	-0.11	0.196	0.235	0.385	0.296	0.371	0.214	0.117	0.229	-0.146	0.337	0.164	0.106	0.006	0.025	-0.186
Putida	PP_0163	PP_0163		putative transcriptional regulator	-0.019	0.08	0.096	0.002	0.001	0.117	-0.194	0.041	0.01	-0.13	0.036	-0.122	0.151	0.312	0.242	0.07	-0.054	-0.31	0.197	-0.07	-0.061	0.02
Putida	PP_0164	PP_0164		conserved protein of unknown function	-0.668	-0.526	-0.972	-0.488	-0.791	0.222	-0.177	-0.077	-0.084	-0.371	-0.621	-0.304	0.725	0.808	0.564	0.407	0.184	0.357	0.359	0.027	0.039	0.414
Putida	PP_0165	PP_0165		GGDEF domain protein	0.384	0.567	0.532	0.604	0.517	0.097	0.184	0.395	0.348	0.784	0.563	0.507	0.057	0.251	0.236	0.271	0.31	0.299	0.27	0.471	0.425	0.041
Putida	PP_0166	PP_0166		HlyD family secretion protein	0.502	0.425	0.451	0.47	0.551	0.172	0.437	0.229	0.182	0.605	0.513	0.532	-0.015	0.155	0.49	0.427	0.487	0.387	0.548	0.459	0.452	0.086
Putida	PP_0167	PP_0167		Toxin secretion ATP-binding protein	0.347	0.485	0.643	0.399	0.488	0.147	0.346	0.218	0.262	0.635	0.615	0.52	-0.008	0.11	0.382	0.351	0.402	0.313	0.484	0.492	0.437	0.193
Putida	PP_0168	PP_0168		putative surface adhesion protein	0.459	0.57	0.6	0.495	0.617	0.184	0.46	0.423	0.354	0.776	0.787	0.571	0.032	0.121	0.529	0.443	0.539	0.418	0.493	0.471	0.486	0.167
Putida	PP_0169	PP_0169		"Dioxygenase, TauD/TfdA family"	-0.098	0.039	0.115	0.14	0.147	-0.147	-0.116	-0.036	0.115	0.158	0.141	0.136	0.032	0.046	0.001	-0.073	0.018	0.007	0.058	-0.074	-0.1	-0.242
Putida	PP_0170	PP_0170		"ABC transporter, periplasmic binding protein"	0.077	0.078	0.096	0.054	-0.087	0.036	0.034	0.282	0.143	0.328	0.203	0.253	0.221	-0.023	0.005	0.111	0.013	0.108	0.123	0.255	-0.073	-0.063
Putida	PP_0171	PP_0171		"ABC transporter, ATP-binding protein"	0.083	0.11	0.047	0.03	-0.142	0.012	0.06	0.155	0.105	-0.181	0.135	-0.166	0.013	0.21	0.191	-0.077	-0.078	0.017	0.214	0.153	0.068	0.009
Putida	PP_0172	PP_0172		"ABC transporter, permease protein"	-0.106	-0.206	-0.121	-0.134	0.009	-0.036	0.044	0.102	0.132	0.16	-0.007	0.098	0.183	0.114	0.067	0.153	0.124	0.086	0.058	-0.035	-0.037	0.093
Putida	PP_0173	PP_0173		putative transcriptional factor-related protein	-0.187	0.251	-0.156	0.164	0.365	0.238	-0.238	0.13	0.067	-0.063	0.005	0.055	0.229	-0.095	0.31	0.272	0.196	0.133	0.053	0.382	-0.036	0.23
Putida	PP_0174	PP_0174		conserved protein of unknown function	-0.116	0.007	0.196	0.207	0.118	-0.09	0.324	0.312	0.056	0.215	0.005	0.179	-0.097	-0.005	-0.246	-0.421	0.122	0	-0.095	0.239	0.095	0.083
Putida	PP_0176	PP_0176		putative efflux transporter	-0.018	0.104	0.073	0.027	-0.069	-0.018	-0.083	0.167	0.301	0.308	0.384	0.184	0.053	-0.005	0.185	0.194	-0.081	0.134	-0.002	0.158	0.027	0.071
Putida	PP_0177	PP_0177		conserved protein of unknown function	0.215	0.001	0.231	0.267	0.342	-0.02	0.216	-0.011	0.022	-0.119	-0.074	0.277	0.386	0.535	0.031	-0.173	0.228	0.109	0.318	-0.025	-0.018	0.235
Putida	PP_0178	PP_0178		putative efflux pump	0.093	0.216	-0.306	0.018	-0.015	-0.142	-0.139	0.364	0.318	0.143	0.039	0.166	0.055	-0.039	0.009	0.234	0.172	0.252	-0.197	-0.224	-0.069	-0.062
Putida	PP_0179	PP_0179		putative efflux transporter	0.089	0.101	0.079	0.164	0.168	0.042	0.225	-0.019	0.254	0.383	0.188	0.168	-0.048	0.036	0.072	-0.085	0.088	0.131	0.159	0.104	0.124	0.131
Putida	PP_0180	PP_0180		putative cytochrome c family protein	-0.061	0.086	0.165	0.025	0.027	0.129	0.073	0.095	0.076	-0.012	0.172	-0.001	0.015	-0.026	-0.068	-0.115	-0.134	-0.252	-0.103	0.04	-0.016	0.193
Putida	PP_0181	PP_0181		conserved protein of unknown function	0.206	0.327	0.124	-0.375	-0.194	-0.029	0.356	0.192	-0.045	0.027	-0.43	0.261	0.165	-0.134	-0.253	-0.38	0.109	-0.211	-0.01	-0.233	-0.155	0.08
Putida	PP_0182	PP_0182		conserved protein of unknown function	0.16	-0.25	-0.309	-0.321	-0.363	-0.142	-0.786	-0.014	-0.011	0.031	0.202	0.185	-0.317	-0.307	-0.039	0.284	-0.693	-0.196	-0.013	0.045	0.104	-0.048
Putida	PP_0183	PP_0183		glutathione S-transferase	-0.021	0.031	-0.023	0.298	-0.007	0.112	0.222	0.003	0.215	-0.112	0.07	0.216	0.085	0.028	0.104	0.257	-0.055	-0.548	-0.109	0.145	0.106	0.262
Putida	PP_0184	PP_0184		Argininosuccinate lyase	-2.383	-2.803	-1.835	-2.165	-1.88	-3.329	-0.656	-1.936	-3.16	-1.473	-2.338	-2.135	-3.67	-3.624	-1.917	-1.651	-2.181	-1.64	-2.217	1.483	1.258	2.718
Putida	PP_0185	PP_0185		Positive alginate biosynthesis regulatory protein	0.363	0.022	-0.004	-0.068	0.368	-0.326	-0.857	0.106	-0.464	-0.936	-1.161	-1.32	0.284	0.372	-0.323	-0.363	-0.092	-0.107	-0.37	-0.346	-0.245	-0.559
Putida	PP_0188	PP_0188		putative Uroporphyrin-III C-methyltransferase	-0.175	-0.305	-0.617	-0.405	-0.486	0.278	0.231	0.289	-0.295	0.335	-0.452	-0.096	-0.321	0.177	0.305	-0.271	-0.05	0.347	0.18	-0.05	0.351	-0.028
Putida	PP_0189	PP_0189		putative heme biosynthesis protein	-0.001	-0.015	0.261	-0.216	-0.053	0.443	0.921	0.103	0.155	0.348	-0.176	-0.153	-0.291	0.18	0.486	0.762	0.212	-0.032	0.442	0.337	0.498	0.904
Putida	PP_0190	PP_0190		putative disulfide bond formation protein B	0.189	-0.105	0.155	-0.149	0.004	0.245	-0.334	0.152	0.039	0.051	-0.026	-0.045	0.094	0.287	0.303	-0.338	0.415	0.26	0.087	-0.397	-0.54	-0.054
Putida	PP_0191	PP_0191		Transcriptional regulatory protein AlgQ	0.278	0.564	0.296	0.728	0.43	0.174	0.988	0.003	-0.042	0.319	1.069	0.76	0.077	0.531	0.618	0.14	0.165	0.168	-0.18	0.468	-0.095	0.337
Putida	PP_0192	PP_0192		putative FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase	0.194	0.003	0.307	0.152	0.188	-0.21	-0.321	-0.108	0.026	0.164	-0.014	0.146	0.005	-0.018	0.109	0.033	0.157	-0.171	0.171	-0.173	0.045	-0.108
Putida	PP_0194	PP_0194		Transcriptional regulatory protein AlgP	-0.496	0.106	0.073	-0.234	-0.295	-0.064	0.163	0.135	0.143	-0.295	0.026	-0.138	-0.154	0.092	0.025	0.391	0.34	0.314	-0.075	-0.024	0.401	0.295
Putida	PP_0195	PP_0195		conserved protein of unknown function	-0.145	0.041	0.052	0.121	0.051	-0.564	-0.741	0.001	0.17	0.262	0.206	-0.248	-0.134	0.164	0.1	0.643	0.375	0.044	0.764	-0.904	-0.223	-1.161
Putida	PP_0196	PP_0196		putative of ABC superfamily informational factor: ATP-binding components	0.335	0.144	0.568	-0.088	0.369	0.291	0.633	0.053	0.322	0.287	0.386	0.413	0.196	0.236	0.131	0.109	0.166	0.116	-0.125	0.232	0.22	0.381
Putida	PP_0197	PP_0197		conserved protein of unknown function	-0.103	0.31	-0.111	-0.239	-0.008	-0.142	-0.062	0.063	0.327	0.381	0.255	0.038	-0.171	-0.275	-0.427	0.075	-0.209	-0.279	0.15	0.239	-0.01	0.081
Putida	PP_0198	PP_0198		putative transporter	-0.056	-0.185	0.587	0.41	-0.07	0.6	1.218	0.238	0.334	1.068	0.016	0.41	0.099	0.537	0.59	0.51	0.422	0.075	0.77	0.948	0.878	0.914
Putida	PP_0199	PP_0199		"putative membrane protease family, stomatin"	0.072	0.101	0.234	-0.04	0.364	-0.141	-0.299	-0.146	0.061	0.361	0.02	0.103	0.187	0.085	0.034	0.107	0.156	0.349	0.276	0.254	-0.204	0.176
Putida	PP_0200	PP_0200		"putative membrane bound peptidase, nefD"	0.053	-0.109	-0.027	0.049	-0.22	0.003	-0.004	0.053	0.087	0.01	0.143	-0.019	-0.185	0.123	0.175	0.024	0.17	0.084	0.206	0.002	-0.17	-0.061
Putida	PP_0201	PP_0201		conserved protein of unknown function	0.103	0.063	-0.309	-0.006	0.183	-0.277	0.119	-0.021	0.022	0.053	0.073	-0.033	-0.16	0.292	0.159	0.436	0.099	0.347	0.006	-0.238	0.015	-0.13
Putida	PP_0202	PP_0202		CBS domain-containing protein	0.22	0.19	0.212	0.196	0.313	-0.057	0.347	-0.014	-0.084	-0.223	-0.069	-0.271	0.188	0.167	0.32	-0.244	0.019	0	0.236	-0.218	0.013	0.169
Putida	PP_0203	PP_0203		putative dipeptidase	0.214	0.153	-0.139	-0.036	-0.244	0.073	0.301	-0.185	-0.039	0.118	0.161	-0.301	0.001	0.067	0.025	0.086	-0.074	-0.009	0.061	-0.084	0.046	-0.148
Putida	PP_0204	PP_0204		"Transcriptional regulator, GntR family"	0.472	-0.208	0.263	0.159	-0.437	0.227	0.132	-0.008	-0.609	-0.091	-0.082	-0.1	-0.181	-0.396	0.111	0.146	-0.128	-0.688	0.11	0.61	0.194	0.557
Putida	PP_0205	PP_0205		putative Oxidoreductase	-0.08	0.19	-0.052	0.102	0.324	-0.016	0.117	0.08	0.069	-0.034	0.092	0.229	0.049	0.022	-0.167	-0.051	-0.108	0.026	0.031	0.094	0.075	0.18
Putida	PP_0206	PP_0206		"Ferredoxin, 4Fe-4S"	0.141	0.066	-0.564	0.294	-0.287	-0.05	0.516	-0.145	-0.37	0.128	-0.546	-0.122	-0.143	0.278	0.229	0.143	0.035	0.412	-0.176	-0.132	-0.151	0.094
Putida	PP_0207	PP_0207		"putative Nitrate ABC transporter, periplasmic nitrate-binding protein"	-0.218	0.042	-0.141	0.054	-0.189	-0.043	-0.052	-0.095	-0.089	0.086	0.13	-0.06	-0.136	-0.07	-0.064	0.213	-0.026	-0.13	0.012	-0.296	-0.36	-0.177
Putida	PP_0208	PP_0208		"putative Nitrate ABC transporter, permease protein"	0.033	0.048	-0.079	-0.174	0.394	-0.229	-0.018	0.229	0.171	0.194	0.134	0.158	0.208	0.08	0.232	0.024	-0.015	0.159	0.024	0.016	-0.19	0.029
Putida	PP_0209	PP_0209		ATP-binding taurine transporter subunit	-0.191	-0.032	-0.074	-0.083	-0.372	-0.084	-0.465	0.352	0.119	0.552	-0.271	-0.173	0.099	-0.132	-0.704	-0.209	-0.316	0.146	0.105	0.381	-0.063	0.428
Putida	PP_0210	PP_0210		putative Phycobiliprotein	0.133	-0.149	0.134	0.058	-0.152	0.075	0.049	-0.149	-0.206	-0.487	-0.048	-0.166	-0.313	-0.221	-0.246	-0.309	-0.353	0.18	-0.389	-0.187	-0.141	-0.105
Putida	PP_0211	PP_0211		conserved protein of unknown function	0.094	0.384	-0.011	-0.206	-0.107	-0.252	0.204	0.311	-0.393	-0.186	-0.025	0.025	0.093	0.378	0.328	-0.257	0.072	-0.109	0.1	-0.154	-0.109	0.051
Putida	PP_0213	PP_0213		succinate-semialdehyde dehydrogenase (NADP+)	0.232	0.134	0.048	0.265	0.054	-0.035	0.279	0.095	0.024	0.306	0.514	0.405	-0.439	0.063	0.012	0.2	-0.094	0.203	0.051	-0.097	-0.023	0.007
Putida	PP_0214	PP_0214		4-aminobutyrate aminotransferase	-0.195	0.055	0.766	0.242	0.631	0.415	0.808	0.135	-0.332	0.391	0.454	0.231	-0.194	-0.098	0.529	0.576	0.272	0.477	0.63	0.556	0.242	0.455
Putida	PP_0215	PP_0215		Response regulator	-0.033	0.085	-0.212	-0.307	-0.106	0.09	-0.142	-0.072	-0.011	0.085	-0.066	0.021	-0.088	0.075	-0.069	-0.017	0.059	0.226	-0.035	-0.18	0.222	-0.162
Putida	PP_0216	PP_0216		putative sensory box/GGDEF family protein	-0.268	-0.001	-0.074	-0.113	0.157	0.035	0.079	0.069	0.041	0.159	0.018	0.004	-0.051	-0.017	-0.048	-0.305	0.018	-0.03	0.092	0.134	0.065	-0.207
Putida	PP_0217	PP_0217		delta-9 fatty acid desaturase	-0.194	-0.21	0.088	-0.194	-0.111	-0.059	-0.025	0.025	0.085	0.188	0.316	0.553	-0.061	0.067	0.091	0.034	0.01	0.21	0.056	-0.05	0.275	0.039
Putida	PP_0218	PP_0218		Sensory box protein	-0.655	-0.445	-0.666	-0.432	-0.267	0.449	0.557	-0.127	0.06	0.349	0.133	0.228	0.383	0.401	0.356	0.285	0.25	0.328	0.316	0.231	0.197	0.538
Putida	PP_0219	PP_0219		"L,D-methionine D-methionine ABC transporter - permease subunit"	0.012	0.206	0.03	-0.238	0.176	0.004	-0.052	0.037	0.053	-0.099	0.159	-0.012	-0.284	-0.115	-0.116	0.253	-0.187	-0.094	-0.202	-0.244	-0.011	-0.005
Putida	PP_0220	PP_0220		methionine import ATP-binding protein metN2	0.042	-0.211	-0.702	0.111	0.318	0.328	0.714	-0.142	-0.246	-0.727	-0.009	0.139	0.123	0.164	-0.012	0.168	0.184	0.109	0.249	0.098	0.02	0.092
